correct	correct_response	count_exp_sequence	leksikalnost	rec	response	response_time	trial_number	naziv_fajla	exp_title
1	1	77	rec	ZIMSKOG	1	639	103	subject-13.csv	PRIDEVI_A
1	3	78	pseudorec	LAPANOJ	3	645	197	subject-13.csv	PRIDEVI_A
1	1	79	rec	OBIČNOG	1	606	55	subject-13.csv	PRIDEVI_A
1	3	80	pseudorec	PIKANOG	3	651	125	subject-13.csv	PRIDEVI_A
1	3	81	pseudorec	BLETANOJ	3	594	212	subject-13.csv	PRIDEVI_A
1	1	82	rec	NEVINOM	1	851	50	subject-13.csv	PRIDEVI_A
1	3	83	pseudorec	PLOSTOM	3	785	164	subject-13.csv	PRIDEVI_A
1	1	84	rec	VLAŽNOJ	1	894	99	subject-13.csv	PRIDEVI_A
0	1	85	rec	MIRISNOM	3	638	38	subject-13.csv	PRIDEVI_A
1	3	86	pseudorec	ŠODNOM	3	698	160	subject-13.csv	PRIDEVI_A
1	1	87	rec	MUZIČKOG	1	641	43	subject-13.csv	PRIDEVI_A
1	1	88	rec	STAKLENOJ	1	914	84	subject-13.csv	PRIDEVI_A
1	1	89	rec	LAŽNOM	1	599	32	subject-13.csv	PRIDEVI_A
1	3	90	pseudorec	DILAVOG	3	586	135	subject-13.csv	PRIDEVI_A
1	3	91	pseudorec	BUTOJ	3	896	209	subject-13.csv	PRIDEVI_A
1	3	92	pseudorec	HURNOM	3	574	175	subject-13.csv	PRIDEVI_A
1	1	93	rec	RODNOM	1	563	74	subject-13.csv	PRIDEVI_A
1	1	94	rec	DESNOG	1	604	13	subject-13.csv	PRIDEVI_A
1	3	95	pseudorec	ČILKOM	3	619	155	subject-13.csv	PRIDEVI_A
1	3	96	pseudorec	FLARATOJ	3	495	203	subject-13.csv	PRIDEVI_A
1	3	97	pseudorec	CUKAVOJ	3	635	181	subject-13.csv	PRIDEVI_A
1	1	98	rec	ČITAVOM	1	578	8	subject-13.csv	PRIDEVI_A
1	1	99	rec	EKONOMSKOM	1	632	17	subject-13.csv	PRIDEVI_A
1	3	100	pseudorec	TENOKOG	3	555	140	subject-13.csv	PRIDEVI_A
1	1	101	rec	STALNOG	1	975	85	subject-13.csv	PRIDEVI_A
1	1	102	rec	PRIVREDNOG	1	973	67	subject-13.csv	PRIDEVI_A
1	3	103	pseudorec	VURNOG	3	564	117	subject-13.csv	PRIDEVI_A
1	3	104	pseudorec	UHTIVOJ	3	712	190	subject-13.csv	PRIDEVI_A
1	1	105	rec	STRUČNOJ	1	794	87	subject-13.csv	PRIDEVI_A
1	3	106	pseudorec	RIROKOG	3	696	126	subject-13.csv	PRIDEVI_A
1	1	107	rec	ŽALOSNOM	1	704	101	subject-13.csv	PRIDEVI_A
1	3	108	pseudorec	RIJENOG	3	533	120	subject-13.csv	PRIDEVI_A
1	3	109	pseudorec	LASIVOM	3	786	157	subject-13.csv	PRIDEVI_A
0	1	110	rec	NEBESKOJ	3	524	45	subject-13.csv	PRIDEVI_A
1	3	111	pseudorec	SUVANOM	3	585	142	subject-13.csv	PRIDEVI_A
1	1	112	rec	PROKLETOJ	1	604	69	subject-13.csv	PRIDEVI_A
1	1	113	rec	PRIRODNOJ	1	877	66	subject-13.csv	PRIDEVI_A
1	3	114	pseudorec	LATNOG	3	807	134	subject-13.csv	PRIDEVI_A
1	3	115	pseudorec	NETERNOJ	3	659	194	subject-13.csv	PRIDEVI_A
1	1	116	rec	KONKRETNOJ	1	922	27	subject-13.csv	PRIDEVI_A
1	1	117	rec	TEHNIČKOJ	1	577	93	subject-13.csv	PRIDEVI_A
1	1	118	rec	MEKOG	1	968	37	subject-13.csv	PRIDEVI_A
1	1	119	rec	RATNOJ	1	857	72	subject-13.csv	PRIDEVI_A
1	1	120	rec	NAUČNOM	1	673	44	subject-13.csv	PRIDEVI_A
1	3	121	pseudorec	SUČENOM	3	646	169	subject-13.csv	PRIDEVI_A
1	3	122	pseudorec	VOLENOJ	3	847	205	subject-13.csv	PRIDEVI_A
1	1	123	rec	VAŽNOG	1	569	97	subject-13.csv	PRIDEVI_A
1	1	124	rec	VISOKOM	1	632	98	subject-13.csv	PRIDEVI_A
1	1	125	rec	POSEBNOM	1	594	62	subject-13.csv	PRIDEVI_A
1	1	126	rec	BLISKOJ	1	647	3	subject-13.csv	PRIDEVI_A
1	3	127	pseudorec	RISOKOM	3	580	149	subject-13.csv	PRIDEVI_A
1	3	128	pseudorec	KILENOM	3	605	159	subject-13.csv	PRIDEVI_A
1	1	129	rec	ATOMSKOG	1	623	1	subject-13.csv	PRIDEVI_A
1	1	130	rec	ŠIROKOM	1	1008	77	subject-13.csv	PRIDEVI_A
1	3	131	pseudorec	TIROKOJ	3	551	201	subject-13.csv	PRIDEVI_A
1	1	132	rec	ČUDNOJ	1	560	9	subject-13.csv	PRIDEVI_A
1	3	133	pseudorec	NIROVOJ	3	605	195	subject-13.csv	PRIDEVI_A
1	1	134	rec	TUŽNOG	1	529	94	subject-13.csv	PRIDEVI_A
1	3	135	pseudorec	HUPENOJ	3	563	179	subject-13.csv	PRIDEVI_A
1	1	136	rec	ŠUMSKOG	1	699	88	subject-13.csv	PRIDEVI_A
1	3	137	pseudorec	NELAHOJ	3	562	186	subject-13.csv	PRIDEVI_A
1	3	138	pseudorec	FORKOJ	3	578	183	subject-13.csv	PRIDEVI_A
1	1	139	rec	MUTNOJ	1	625	42	subject-13.csv	PRIDEVI_A
1	3	140	pseudorec	STROSOM	3	622	176	subject-13.csv	PRIDEVI_A
1	3	141	pseudorec	GANKOJ	3	495	204	subject-13.csv	PRIDEVI_A
1	1	142	rec	BESKRAJNOM	1	709	2	subject-13.csv	PRIDEVI_A
1	1	143	rec	NEČUJNOG	1	1222	46	subject-13.csv	PRIDEVI_A
1	3	144	pseudorec	LOTIVOM	3	503	144	subject-13.csv	PRIDEVI_A
1	3	145	pseudorec	SILKIMOG	3	853	133	subject-13.csv	PRIDEVI_A
1	3	146	pseudorec	URTIVOJ	3	621	199	subject-13.csv	PRIDEVI_A
1	3	147	pseudorec	SULNOM	3	606	150	subject-13.csv	PRIDEVI_A
1	3	148	pseudorec	LJITKOM	3	522	173	subject-13.csv	PRIDEVI_A
1	1	149	rec	REDOVNOG	1	768	73	subject-13.csv	PRIDEVI_A
1	1	150	rec	ZLATNOJ	1	518	105	subject-13.csv	PRIDEVI_A
0	1	151	rec	SMRTNOG	3	553	82	subject-13.csv	PRIDEVI_A
1	3	152	pseudorec	VILAVOM	3	523	165	subject-13.csv	PRIDEVI_A
1	3	153	pseudorec	GLOMNOM	3	755	154	subject-13.csv	PRIDEVI_A
1	3	154	pseudorec	NECNOJ	3	836	177	subject-13.csv	PRIDEVI_A
1	1	155	rec	LJUDSKOG	1	547	34	subject-13.csv	PRIDEVI_A
1	3	156	pseudorec	NISJOJ	3	543	191	subject-13.csv	PRIDEVI_A
1	3	157	pseudorec	RILEMOG	3	617	113	subject-13.csv	PRIDEVI_A
1	1	158	rec	STRAŠNOM	1	598	86	subject-13.csv	PRIDEVI_A
1	3	159	pseudorec	DORANOG	3	777	110	subject-13.csv	PRIDEVI_A
1	3	160	pseudorec	PUMNOG	3	891	132	subject-13.csv	PRIDEVI_A
1	3	161	pseudorec	MUŽIVOG	3	1007	118	subject-13.csv	PRIDEVI_A
1	3	162	pseudorec	KESANOM	3	744	145	subject-13.csv	PRIDEVI_A
1	1	163	rec	GRADSKOG	1	568	22	subject-13.csv	PRIDEVI_A
1	1	164	rec	MALENOM	1	747	35	subject-13.csv	PRIDEVI_A
1	3	165	pseudorec	RELENOG	3	604	136	subject-13.csv	PRIDEVI_A
1	3	166	pseudorec	SIRANOG	3	586	129	subject-13.csv	PRIDEVI_A
1	1	167	rec	NEMIRNOM	1	683	47	subject-13.csv	PRIDEVI_A
1	1	168	rec	LAKOG	1	578	31	subject-13.csv	PRIDEVI_A
1	1	169	rec	GLAVNOG	1	499	19	subject-13.csv	PRIDEVI_A
1	1	170	rec	DRUŠTVENOJ	1	600	15	subject-13.csv	PRIDEVI_A
1	3	171	pseudorec	SUDAVOM	3	595	161	subject-13.csv	PRIDEVI_A
1	3	172	pseudorec	KUDNOG	3	603	130	subject-13.csv	PRIDEVI_A
1	1	173	rec	BOLESNOG	1	693	4	subject-13.csv	PRIDEVI_A
0	3	174	pseudorec	SAŽNOJ	1	580	180	subject-13.csv	PRIDEVI_A
1	3	175	pseudorec	KUJANOG	3	545	127	subject-13.csv	PRIDEVI_A
1	3	176	pseudorec	NUSIVOG	3	538	138	subject-13.csv	PRIDEVI_A
1	3	177	pseudorec	FRKENOJ	3	481	206	subject-13.csv	PRIDEVI_A
1	3	178	pseudorec	SRLAVOJ	3	594	184	subject-13.csv	PRIDEVI_A
1	3	179	pseudorec	LARUTOG	3	572	114	subject-13.csv	PRIDEVI_A
1	3	180	pseudorec	ZORAVOG	3	860	119	subject-13.csv	PRIDEVI_A
1	3	181	pseudorec	NORNOM	3	601	162	subject-13.csv	PRIDEVI_A
1	3	182	pseudorec	NORAVOM	3	487	158	subject-13.csv	PRIDEVI_A
1	1	183	rec	TANKOM	1	578	92	subject-13.csv	PRIDEVI_A
1	1	184	rec	PRAVILNOM	1	680	65	subject-13.csv	PRIDEVI_A
1	3	185	pseudorec	LURIVOG	3	507	116	subject-13.csv	PRIDEVI_A
1	3	186	pseudorec	VETANOG	3	587	124	subject-13.csv	PRIDEVI_A
1	1	187	rec	NEŽNOJ	1	523	51	subject-13.csv	PRIDEVI_A
1	1	188	rec	ČUDESNOG	1	685	10	subject-13.csv	PRIDEVI_A
0	1	189	rec	POVOLJNOJ	3	764	63	subject-13.csv	PRIDEVI_A
1	1	190	rec	KULTURNOJ	1	682	30	subject-13.csv	PRIDEVI_A
1	1	191	rec	VRELOG	1	772	100	subject-13.csv	PRIDEVI_A
1	3	192	pseudorec	TEZIVOG	3	743	123	subject-13.csv	PRIDEVI_A
1	1	193	rec	SJAJNOJ	1	730	78	subject-13.csv	PRIDEVI_A
1	3	194	pseudorec	BLUGAVOJ	3	584	193	subject-13.csv	PRIDEVI_A
1	1	195	rec	OZBILJNOM	1	641	59	subject-13.csv	PRIDEVI_A
1	3	196	pseudorec	RIZANOM	3	568	143	subject-13.csv	PRIDEVI_A
1	3	197	pseudorec	HAČNOJ	3	492	182	subject-13.csv	PRIDEVI_A
1	3	198	pseudorec	CUSNOJ	3	898	178	subject-13.csv	PRIDEVI_A
1	3	199	pseudorec	BUŽNOM	3	675	174	subject-13.csv	PRIDEVI_A
1	1	200	rec	KUĆNOM	1	641	29	subject-13.csv	PRIDEVI_A
1	3	201	pseudorec	ROTANOG	3	761	122	subject-13.csv	PRIDEVI_A
1	1	202	rec	NEVIDLJIVOG	1	761	49	subject-13.csv	PRIDEVI_A
1	1	203	rec	GORSKOJ	1	852	21	subject-13.csv	PRIDEVI_A
1	3	204	pseudorec	LOZANOG	3	671	137	subject-13.csv	PRIDEVI_A
1	3	205	pseudorec	TULAVOM	3	574	152	subject-13.csv	PRIDEVI_A
1	1	206	rec	SVETSKOJ	1	595	90	subject-13.csv	PRIDEVI_A
1	1	207	rec	GUSTOM	1	561	23	subject-13.csv	PRIDEVI_A
1	1	208	rec	NISKOM	1	772	53	subject-13.csv	PRIDEVI_A
1	3	209	pseudorec	SOROKOG	3	651	107	subject-13.csv	PRIDEVI_A
1	1	210	rec	SLAVNOG	1	1031	79	subject-13.csv	PRIDEVI_A
1	3	211	pseudorec	MRGAVOM	3	619	163	subject-13.csv	PRIDEVI_A
1	3	212	pseudorec	FLAKOJ	3	595	192	subject-13.csv	PRIDEVI_A
1	1	213	rec	ODLIČNOM	1	664	56	subject-13.csv	PRIDEVI_A
1	1	214	rec	PLEMENITOJ	1	592	60	subject-13.csv	PRIDEVI_A
1	1	215	rec	MASOVNOJ	1	712	36	subject-13.csv	PRIDEVI_A
1	1	216	rec	DUBOKOG	1	753	16	subject-13.csv	PRIDEVI_A
1	1	217	rec	ŽIVOTNOM	1	574	104	subject-13.csv	PRIDEVI_A
1	3	218	pseudorec	TORNOG	3	541	141	subject-13.csv	PRIDEVI_A
1	1	219	rec	RADOSNOG	1	571	70	subject-13.csv	PRIDEVI_A
0	1	220	rec	ZLOJ	3	571	102	subject-13.csv	PRIDEVI_A
1	1	221	rec	UMORNOM	1	617	95	subject-13.csv	PRIDEVI_A
1	1	222	rec	ČELIČNOG	1	641	7	subject-13.csv	PRIDEVI_A
1	1	223	rec	LIČNOJ	1	715	33	subject-13.csv	PRIDEVI_A
0	1	224	rec	SUROVOM	3	753	89	subject-13.csv	PRIDEVI_A
1	1	225	rec	KRATKOG	1	626	28	subject-13.csv	PRIDEVI_A
1	3	226	pseudorec	NJERNOM	3	1085	171	subject-13.csv	PRIDEVI_A
1	3	227	pseudorec	BLANOJ	3	625	202	subject-13.csv	PRIDEVI_A
1	1	228	rec	MRAČNOM	1	567	41	subject-13.csv	PRIDEVI_A
1	3	229	pseudorec	VEDNOJ	3	1063	185	subject-13.csv	PRIDEVI_A
1	1	230	rec	BUDNOM	1	626	5	subject-13.csv	PRIDEVI_A
1	1	231	rec	DNEVNOM	1	608	14	subject-13.csv	PRIDEVI_A
1	1	20	rec	OZBILJNOJ	1	613	59	subject-12.csv	PRIDEVI_C
1	3	21	pseudorec	LURIVOG	3	525	116	subject-12.csv	PRIDEVI_C
1	1	22	rec	LAŽNOJ	1	571	32	subject-12.csv	PRIDEVI_C
1	3	23	pseudorec	STROSOM	3	556	176	subject-12.csv	PRIDEVI_C
1	3	24	pseudorec	NIROVOJ	3	493	195	subject-12.csv	PRIDEVI_C
1	1	25	rec	MRAČNOJ	1	594	41	subject-12.csv	PRIDEVI_C
1	1	26	rec	ZLATNOG	1	488	105	subject-12.csv	PRIDEVI_C
1	3	27	pseudorec	SAŽNOJ	3	702	180	subject-12.csv	PRIDEVI_C
0	1	28	rec	GORKOJ	3	548	20	subject-12.csv	PRIDEVI_C
1	3	29	pseudorec	LANKOJ	3	695	200	subject-12.csv	PRIDEVI_C
1	1	30	rec	NEPOZNATOG	1	569	48	subject-12.csv	PRIDEVI_C
1	3	31	pseudorec	BUTOJ	3	635	209	subject-12.csv	PRIDEVI_C
1	3	32	pseudorec	PEFENOM	3	643	170	subject-12.csv	PRIDEVI_C
1	1	33	rec	MEKOM	1	587	37	subject-12.csv	PRIDEVI_C
1	3	34	pseudorec	OSKENOJ	3	568	198	subject-12.csv	PRIDEVI_C
1	3	35	pseudorec	ŠODNOM	3	545	160	subject-12.csv	PRIDEVI_C
1	1	36	rec	NEBESKOG	1	590	45	subject-12.csv	PRIDEVI_C
1	3	37	pseudorec	VILAVOM	3	631	165	subject-12.csv	PRIDEVI_C
1	1	38	rec	TUŽNOM	1	429	94	subject-12.csv	PRIDEVI_C
1	3	39	pseudorec	GUJAFOJ	3	520	211	subject-12.csv	PRIDEVI_C
1	3	40	pseudorec	VELITOJ	3	535	189	subject-12.csv	PRIDEVI_C
1	3	41	pseudorec	GANKOJ	3	494	204	subject-12.csv	PRIDEVI_C
1	1	42	rec	ČITAVOJ	1	600	8	subject-12.csv	PRIDEVI_C
1	3	43	pseudorec	KLUSTOG	3	465	139	subject-12.csv	PRIDEVI_C
1	3	44	pseudorec	ROTANOG	3	577	122	subject-12.csv	PRIDEVI_C
1	3	45	pseudorec	GLOMNOM	3	487	154	subject-12.csv	PRIDEVI_C
1	3	46	pseudorec	PIKANOG	3	568	125	subject-12.csv	PRIDEVI_C
1	1	47	rec	ŠUMSKOM	1	532	88	subject-12.csv	PRIDEVI_C
1	3	48	pseudorec	BLETANOJ	3	506	212	subject-12.csv	PRIDEVI_C
1	3	49	pseudorec	FRKENOJ	3	464	206	subject-12.csv	PRIDEVI_C
1	3	50	pseudorec	RISOKOM	3	659	149	subject-12.csv	PRIDEVI_C
1	3	51	pseudorec	ČUPAKOM	3	658	167	subject-12.csv	PRIDEVI_C
1	1	52	rec	VLAŽNOG	1	724	99	subject-12.csv	PRIDEVI_C
1	1	53	rec	LAKOM	1	617	31	subject-12.csv	PRIDEVI_C
1	1	54	rec	RODNOJ	1	597	74	subject-12.csv	PRIDEVI_C
1	3	55	pseudorec	LOTIVOM	3	650	144	subject-12.csv	PRIDEVI_C
1	1	56	rec	BLISKOG	1	475	3	subject-12.csv	PRIDEVI_C
1	3	57	pseudorec	HAČNOJ	3	556	182	subject-12.csv	PRIDEVI_C
1	3	58	pseudorec	MISANOG	3	613	108	subject-12.csv	PRIDEVI_C
1	1	59	rec	GLAVNOM	1	536	19	subject-12.csv	PRIDEVI_C
1	3	60	pseudorec	LOZANOG	3	582	137	subject-12.csv	PRIDEVI_C
1	1	61	rec	KONAČNOJ	1	601	26	subject-12.csv	PRIDEVI_C
1	3	62	pseudorec	KUDNOG	3	477	130	subject-12.csv	PRIDEVI_C
0	1	63	rec	SUROVOJ	3	644	89	subject-12.csv	PRIDEVI_C
1	3	64	pseudorec	KLAKNOJ	3	629	188	subject-12.csv	PRIDEVI_C
1	1	65	rec	TEHNIČKOG	1	570	93	subject-12.csv	PRIDEVI_C
1	1	66	rec	KULTURNOG	1	581	30	subject-12.csv	PRIDEVI_C
1	3	67	pseudorec	HURNOM	3	582	175	subject-12.csv	PRIDEVI_C
1	1	68	rec	SMRTNOM	1	498	82	subject-12.csv	PRIDEVI_C
1	3	69	pseudorec	FLAKOJ	3	588	192	subject-12.csv	PRIDEVI_C
1	1	70	rec	POLITIČKOM	1	554	61	subject-12.csv	PRIDEVI_C
1	3	71	pseudorec	SILKIMOG	3	617	133	subject-12.csv	PRIDEVI_C
1	3	72	pseudorec	GILANOG	3	723	121	subject-12.csv	PRIDEVI_C
1	1	73	rec	SPORTSKOJ	1	569	83	subject-12.csv	PRIDEVI_C
0	1	74	rec	GUSTOJ	3	706	23	subject-12.csv	PRIDEVI_C
0	3	75	pseudorec	SUVANOM	1	553	142	subject-12.csv	PRIDEVI_C
1	1	76	rec	STRUČNOG	1	536	87	subject-12.csv	PRIDEVI_C
1	3	77	pseudorec	LASIVOM	3	574	157	subject-12.csv	PRIDEVI_C
1	3	78	pseudorec	MORNOM	3	1020	151	subject-12.csv	PRIDEVI_C
1	1	79	rec	ČELIČNOM	1	619	7	subject-12.csv	PRIDEVI_C
1	1	80	rec	VRELOM	1	580	100	subject-12.csv	PRIDEVI_C
1	3	81	pseudorec	NISJOJ	3	520	191	subject-12.csv	PRIDEVI_C
1	1	82	rec	PROKLETOG	1	573	69	subject-12.csv	PRIDEVI_C
1	3	83	pseudorec	DEMITOM	3	554	168	subject-12.csv	PRIDEVI_C
1	3	84	pseudorec	CUSNOJ	3	514	178	subject-12.csv	PRIDEVI_C
1	1	85	rec	PLEMENITOG	1	678	60	subject-12.csv	PRIDEVI_C
1	1	86	rec	ŽIVOTNOJ	1	684	104	subject-12.csv	PRIDEVI_C
1	1	87	rec	MUTNOG	1	729	42	subject-12.csv	PRIDEVI_C
1	3	88	pseudorec	NUSIVOG	3	520	138	subject-12.csv	PRIDEVI_C
1	1	89	rec	GORSKOG	1	483	21	subject-12.csv	PRIDEVI_C
1	3	90	pseudorec	ČILKOM	3	486	155	subject-12.csv	PRIDEVI_C
1	3	91	pseudorec	NECNOJ	3	498	177	subject-12.csv	PRIDEVI_C
1	1	92	rec	ŠIROKOJ	1	750	77	subject-12.csv	PRIDEVI_C
1	1	93	rec	ZNAČAJNOM	1	645	106	subject-12.csv	PRIDEVI_C
1	1	94	rec	NEVINOJ	1	572	50	subject-12.csv	PRIDEVI_C
1	3	95	pseudorec	SOROKOG	3	499	107	subject-12.csv	PRIDEVI_C
1	3	96	pseudorec	PANANOM	3	542	146	subject-12.csv	PRIDEVI_C
1	3	97	pseudorec	TEZIVOG	3	498	123	subject-12.csv	PRIDEVI_C
1	1	98	rec	NEŽNOG	1	580	51	subject-12.csv	PRIDEVI_C
1	1	99	rec	BESKRAJNOJ	1	842	2	subject-12.csv	PRIDEVI_C
1	3	100	pseudorec	SULNOM	3	507	150	subject-12.csv	PRIDEVI_C
1	1	101	rec	MUZIČKOM	1	666	43	subject-12.csv	PRIDEVI_C
1	1	102	rec	LJUDSKOM	1	562	34	subject-12.csv	PRIDEVI_C
1	1	103	rec	JUŽNOM	1	628	25	subject-12.csv	PRIDEVI_C
1	1	104	rec	OGROMNOG	1	606	57	subject-12.csv	PRIDEVI_C
0	3	105	pseudorec	MUŽIVOG	1	466	118	subject-12.csv	PRIDEVI_C
1	1	106	rec	ČVRSTOJ	1	605	11	subject-12.csv	PRIDEVI_C
1	3	107	pseudorec	FUKAVOJ	3	652	187	subject-12.csv	PRIDEVI_C
1	1	108	rec	OTVORENOM	1	568	58	subject-12.csv	PRIDEVI_C
1	1	109	rec	POVOLJNOG	1	729	63	subject-12.csv	PRIDEVI_C
1	1	110	rec	EKONOMSKOJ	1	605	17	subject-12.csv	PRIDEVI_C
1	1	111	rec	UPORNOG	1	589	96	subject-12.csv	PRIDEVI_C
0	3	112	pseudorec	SIRANOG	1	549	129	subject-12.csv	PRIDEVI_C
1	3	113	pseudorec	LAPANOJ	3	668	197	subject-12.csv	PRIDEVI_C
1	3	114	pseudorec	CUKAVOJ	3	578	181	subject-12.csv	PRIDEVI_C
1	3	115	pseudorec	SUDAVOM	3	552	161	subject-12.csv	PRIDEVI_C
1	3	116	pseudorec	MRGAVOM	3	591	163	subject-12.csv	PRIDEVI_C
1	3	117	pseudorec	DILAVOG	3	619	135	subject-12.csv	PRIDEVI_C
1	3	118	pseudorec	ZORAVOG	3	668	119	subject-12.csv	PRIDEVI_C
1	1	119	rec	VAŽNOM	1	628	97	subject-12.csv	PRIDEVI_C
1	1	120	rec	POZNATOM	1	577	64	subject-12.csv	PRIDEVI_C
1	3	121	pseudorec	VETANOG	3	546	124	subject-12.csv	PRIDEVI_C
1	3	122	pseudorec	HUPENOJ	3	529	179	subject-12.csv	PRIDEVI_C
1	3	123	pseudorec	FLARATOJ	3	494	203	subject-12.csv	PRIDEVI_C
0	1	124	rec	ŽALOSNOJ	3	472	101	subject-12.csv	PRIDEVI_C
1	1	125	rec	SLIČNOJ	1	602	80	subject-12.csv	PRIDEVI_C
1	3	126	pseudorec	FORKOJ	3	569	183	subject-12.csv	PRIDEVI_C
1	1	127	rec	NAUČNOJ	1	695	44	subject-12.csv	PRIDEVI_C
1	3	128	pseudorec	KILENOM	3	588	159	subject-12.csv	PRIDEVI_C
1	1	129	rec	OBIČNOM	1	597	55	subject-12.csv	PRIDEVI_C
0	1	130	rec	NISKOJ	3	514	53	subject-12.csv	PRIDEVI_C
1	1	131	rec	ODLIČNOJ	1	624	56	subject-12.csv	PRIDEVI_C
1	1	132	rec	NEVIDLJIVOM	1	646	49	subject-12.csv	PRIDEVI_C
1	1	133	rec	ATOMSKOM	1	627	1	subject-12.csv	PRIDEVI_C
1	1	134	rec	DESNOM	1	656	13	subject-12.csv	PRIDEVI_C
1	1	135	rec	ZLOG	1	784	102	subject-12.csv	PRIDEVI_C
1	1	136	rec	DAVNOG	1	986	12	subject-12.csv	PRIDEVI_C
1	3	137	pseudorec	RIROKOG	3	1007	126	subject-12.csv	PRIDEVI_C
1	3	138	pseudorec	BLUGAVOJ	3	847	193	subject-12.csv	PRIDEVI_C
0	3	139	pseudorec	TOLANOG	1	554	111	subject-12.csv	PRIDEVI_C
1	1	140	rec	SLAVNOM	1	596	79	subject-12.csv	PRIDEVI_C
1	1	141	rec	STALNOM	1	623	85	subject-12.csv	PRIDEVI_C
1	1	142	rec	TANKOJ	1	541	92	subject-12.csv	PRIDEVI_C
1	3	143	pseudorec	TORNOG	3	833	141	subject-12.csv	PRIDEVI_C
1	1	144	rec	PRIVREDNOM	1	723	67	subject-12.csv	PRIDEVI_C
1	3	145	pseudorec	MORIVOM	3	583	148	subject-12.csv	PRIDEVI_C
1	3	146	pseudorec	DURAVOM	3	576	156	subject-12.csv	PRIDEVI_C
1	1	147	rec	UMORNOJ	1	681	95	subject-12.csv	PRIDEVI_C
1	1	148	rec	BOLESNOM	1	980	4	subject-12.csv	PRIDEVI_C
1	3	149	pseudorec	KUJANOG	3	648	127	subject-12.csv	PRIDEVI_C
1	3	150	pseudorec	FELENOM	3	496	172	subject-12.csv	PRIDEVI_C
1	3	151	pseudorec	OTKENOJ	3	593	196	subject-12.csv	PRIDEVI_C
1	1	152	rec	LIČNOG	1	632	33	subject-12.csv	PRIDEVI_C
1	3	153	pseudorec	DUMAVOG	3	575	109	subject-12.csv	PRIDEVI_C
1	3	154	pseudorec	NORAVOM	3	656	158	subject-12.csv	PRIDEVI_C
1	3	155	pseudorec	SRLAVOJ	3	629	184	subject-12.csv	PRIDEVI_C
1	3	156	pseudorec	PLOSTOM	3	659	164	subject-12.csv	PRIDEVI_C
1	3	157	pseudorec	VURNOG	3	477	117	subject-12.csv	PRIDEVI_C
1	3	158	pseudorec	LARUTOG	3	512	114	subject-12.csv	PRIDEVI_C
1	3	159	pseudorec	VEDNOJ	3	464	185	subject-12.csv	PRIDEVI_C
1	3	160	pseudorec	RILEMOG	3	511	113	subject-12.csv	PRIDEVI_C
1	1	161	rec	SLOBODNOG	1	529	81	subject-12.csv	PRIDEVI_C
1	1	162	rec	RANJENOJ	1	986	71	subject-12.csv	PRIDEVI_C
1	1	163	rec	ČUDNOG	1	522	9	subject-12.csv	PRIDEVI_C
1	1	164	rec	ZIMSKOM	1	491	103	subject-12.csv	PRIDEVI_C
1	3	165	pseudorec	TIROKOJ	3	609	201	subject-12.csv	PRIDEVI_C
1	1	166	rec	MIRISNOJ	1	559	38	subject-12.csv	PRIDEVI_C
1	1	167	rec	DNEVNOJ	1	574	14	subject-12.csv	PRIDEVI_C
1	3	168	pseudorec	SUČENOM	3	635	169	subject-12.csv	PRIDEVI_C
1	1	169	rec	KUĆNOJ	1	866	29	subject-12.csv	PRIDEVI_C
0	1	170	rec	NEMIRNOJ	3	949	47	subject-12.csv	PRIDEVI_C
1	3	171	pseudorec	KISAVOM	3	795	153	subject-12.csv	PRIDEVI_C
1	3	172	pseudorec	TILBINOJ	3	578	210	subject-12.csv	PRIDEVI_C
1	3	173	pseudorec	RELENOG	3	852	136	subject-12.csv	PRIDEVI_C
1	3	174	pseudorec	LATNOG	3	628	134	subject-12.csv	PRIDEVI_C
0	1	175	rec	RADOSNOM	3	475	70	subject-12.csv	PRIDEVI_C
1	1	176	rec	STRAŠNOJ	1	586	86	subject-12.csv	PRIDEVI_C
1	1	177	rec	POSEBNOJ	1	577	62	subject-12.csv	PRIDEVI_C
1	1	178	rec	PRLJAVOJ	1	955	68	subject-12.csv	PRIDEVI_C
1	3	179	pseudorec	NETERNOJ	3	726	194	subject-12.csv	PRIDEVI_C
1	3	180	pseudorec	URTIVOJ	3	557	199	subject-12.csv	PRIDEVI_C
1	1	181	rec	SJAJNOG	1	552	78	subject-12.csv	PRIDEVI_C
1	1	182	rec	DRUŠTVENOG	1	551	15	subject-12.csv	PRIDEVI_C
1	3	183	pseudorec	FLABOJ	3	594	208	subject-12.csv	PRIDEVI_C
1	1	184	rec	ČUDESNOM	1	676	10	subject-12.csv	PRIDEVI_C
1	1	185	rec	BUDNOJ	1	587	5	subject-12.csv	PRIDEVI_C
1	1	186	rec	SELJAČKOG	1	558	75	subject-12.csv	PRIDEVI_C
1	1	187	rec	TAČNOM	1	464	91	subject-12.csv	PRIDEVI_C
1	1	188	rec	SEVERNOM	1	547	76	subject-12.csv	PRIDEVI_C
1	3	189	pseudorec	NJERNOM	3	676	171	subject-12.csv	PRIDEVI_C
1	3	190	pseudorec	NOLENOG	3	530	112	subject-12.csv	PRIDEVI_C
1	3	191	pseudorec	LJITKOM	3	514	173	subject-12.csv	PRIDEVI_C
1	3	192	pseudorec	LOKAVOG	3	590	115	subject-12.csv	PRIDEVI_C
