"Trial.order","Subject","Subject.number","Trial.name","correct","response","RT","leksikalnost","FWD_BCW","LF_HF","CONC_ABS","izvorna_rec","trial.number","rec","task"
224,"s10.dat",10,"t136",1,"3",921,"pseudorec","backw","HF","conc",NA,136,"AZBESČ","VLD"
225,"s10.dat",10,"t162",1,"3",1172,"pseudorec","backw","LF","abst",NA,162,"BAROZ","ALD"
225,"s10.dat",10,"t162",1,"3",1172,"pseudorec","backw","LF","abst",NA,162,"NAKOČ","VLD"
226,"s10.dat",10,"t47",0,"3",NA,"rec","backw","LF","conc","spanać",47,"ĆANAPS","ALD"
226,"s10.dat",10,"t47",0,"3",NA,"rec","backw","LF","conc","pereca",47,"ACEREP","VLD"
227,"s10.dat",10,"t21",0,"3",NA,"rec","backw","HF","conc","kapija",21,"AJIPAK","ALD"
227,"s10.dat",10,"t21",0,"3",NA,"rec","backw","HF","conc","galeb",21,"BELAG","VLD"
228,"s10.dat",10,"t209",0,"None",NA,"pseudorec","forw","HF","conc",NA,209,"ARGOP","ALD"
228,"s10.dat",10,"t209",0,"None",NA,"pseudorec","forw","HF","conc",NA,209,"HARAK","VLD"
230,"s10.dat",10,"t240",1,"3",1212,"pseudorec","forw","LF","conc",NA,240,"VOSKAB","ALD"
230,"s10.dat",10,"t240",1,"3",1212,"pseudorec","forw","LF","conc",NA,240,"TRILEN","VLD"
231,"s10.dat",10,"t138",1,"3",1012,"pseudorec","backw","HF","conc",NA,138,"MAGNEG","ALD"
231,"s10.dat",10,"t138",1,"3",1012,"pseudorec","backw","HF","conc",NA,138,"KAPLAB","VLD"
232,"s10.dat",10,"t154",1,"3",1111,"pseudorec","backw","LF","abst",NA,154,"REZOL","ALD"
232,"s10.dat",10,"t154",1,"3",1111,"pseudorec","backw","LF","abst",NA,154,"SKRON","VLD"
233,"s10.dat",10,"t204",0,"None",NA,"pseudorec","forw","HF","conc",NA,204,"LENJIZ","ALD"
233,"s10.dat",10,"t204",0,"None",NA,"pseudorec","forw","HF","conc",NA,204,"BILIOD","VLD"
235,"s10.dat",10,"t225",0,"1",NA,"pseudorec","forw","LF","abst",NA,225,"BULDOF","ALD"
235,"s10.dat",10,"t225",0,"1",NA,"pseudorec","forw","LF","abst",NA,225,"TUMOČ","VLD"
236,"s10.dat",10,"t1",0,"3",NA,"rec","backw","HF","abst","novost",1,"TSOVON","ALD"
236,"s10.dat",10,"t1",0,"3",NA,"rec","backw","HF","abst","metoda",1,"ADOTEM","VLD"
237,"s10.dat",10,"t90",1,"1",651,"rec","forw","HF","conc","grana",90,"GRANA","ALD"
237,"s10.dat",10,"t90",1,"1",651,"rec","forw","HF","conc","ptica",90,"PTICA","VLD"
238,"s10.dat",10,"t195",1,"3",1342,"pseudorec","forw","HF","abst",NA,195,"SVEKAN","ALD"
238,"s10.dat",10,"t195",1,"3",1342,"pseudorec","forw","HF","abst",NA,195,"TOTEK","VLD"
239,"s10.dat",10,"t148",0,"1",NA,"pseudorec","backw","HF","conc",NA,148,"PRELER","ALD"
239,"s10.dat",10,"t148",0,"1",NA,"pseudorec","backw","HF","conc",NA,148,"BAZAP","VLD"
240,"s10.dat",10,"t233",1,"3",721,"pseudorec","forw","LF","conc",NA,233,"DRZNIL","ALD"
240,"s10.dat",10,"t233",1,"3",721,"pseudorec","forw","LF","conc",NA,233,"NAMAG","VLD"
241,"s10.dat",10,"t72",1,"1",571,"rec","forw","HF","abst","uslov",72,"USLOV","ALD"
241,"s10.dat",10,"t72",1,"1",571,"rec","forw","HF","abst","uspeh",72,"USPEH","VLD"
242,"s10.dat",10,"t141",1,"3",842,"pseudorec","backw","HF","conc",NA,141,"VODNIB","ALD"
242,"s10.dat",10,"t141",1,"3",842,"pseudorec","backw","HF","conc",NA,141,"CIMEC","VLD"
243,"s10.dat",10,"t69",1,"1",491,"rec","forw","HF","abst","znanje",69,"ZNANJE","ALD"
243,"s10.dat",10,"t69",1,"1",491,"rec","forw","HF","abst","sumnja",69,"SUMNJA","VLD"
244,"s10.dat",10,"t166",1,"3",1041,"pseudorec","backw","LF","conc",NA,166,"SVETAF","ALD"
244,"s10.dat",10,"t166",1,"3",1041,"pseudorec","backw","LF","conc",NA,166,"BIOLOR","VLD"
245,"s10.dat",10,"t102",1,"1",661,"rec","forw","LF","abst","ljutnja",102,"LJUTNJA","ALD"
245,"s10.dat",10,"t102",1,"1",661,"rec","forw","LF","abst","profit",102,"PROFIT","VLD"
246,"s10.dat",10,"t179",1,"3",951,"pseudorec","backw","LF","conc",NA,179,"PETLIR","ALD"
246,"s10.dat",10,"t179",1,"3",951,"pseudorec","backw","LF","conc",NA,179,"KANTAC","VLD"
247,"s10.dat",10,"t218",1,"3",1402,"pseudorec","forw","LF","abst",NA,218,"ROVAG","ALD"
247,"s10.dat",10,"t218",1,"3",1402,"pseudorec","forw","LF","abst",NA,218,"EPITEZ","VLD"
248,"s10.dat",10,"t48",0,"3",NA,"rec","backw","LF","conc","burek",48,"KERUB","ALD"
248,"s10.dat",10,"t48",0,"3",NA,"rec","backw","LF","conc","cucla",48,"ALCUC","VLD"
249,"s10.dat",10,"t36",1,"1",1402,"rec","backw","LF","abst","idila",36,"ALIDI","ALD"
249,"s10.dat",10,"t36",1,"1",1402,"rec","backw","LF","abst","impuls",36,"SLUPMI","VLD"
250,"s10.dat",10,"t71",1,"1",952,"rec","forw","HF","abst","slutnja",71,"SLUTNJA","ALD"
250,"s10.dat",10,"t71",1,"1",952,"rec","forw","HF","abst","razvoj",71,"RAZVOJ","VLD"
251,"s10.dat",10,"t212",1,"3",1322,"pseudorec","forw","LF","abst",NA,212,"TIRKIB","ALD"
251,"s10.dat",10,"t212",1,"3",1322,"pseudorec","forw","LF","abst",NA,212,"KRETEP","VLD"
252,"s10.dat",10,"t217",1,"3",1192,"pseudorec","forw","LF","abst",NA,217,"SERUP","ALD"
252,"s10.dat",10,"t217",1,"3",1192,"pseudorec","forw","LF","abst",NA,217,"REZAG","VLD"
253,"s10.dat",10,"t75",1,"1",691,"rec","forw","HF","abst","radost",75,"RADOST","ALD"
253,"s10.dat",10,"t75",1,"1",691,"rec","forw","HF","abst","ljubav",75,"LJUBAV","VLD"
254,"s10.dat",10,"t24",0,"3",NA,"rec","backw","HF","conc","breza",24,"AZERB","ALD"
254,"s10.dat",10,"t24",0,"3",NA,"rec","backw","HF","conc","leptir",24,"RITPEL","VLD"
255,"s10.dat",10,"t220",0,"1",NA,"pseudorec","forw","LF","abst",NA,220,"PERAĐ","ALD"
255,"s10.dat",10,"t220",0,"1",NA,"pseudorec","forw","LF","abst",NA,220,"BUMBAG","VLD"
256,"s10.dat",10,"t73",1,"1",571,"rec","forw","HF","abst","zakon",73,"ZAKON","ALD"
256,"s10.dat",10,"t73",1,"1",571,"rec","forw","HF","abst","istina",73,"ISTINA","VLD"
257,"s10.dat",10,"t9",0,"3",NA,"rec","backw","HF","abst","mašta",9,"ATŠAM","ALD"
257,"s10.dat",10,"t9",0,"3",NA,"rec","backw","HF","abst","razlog",9,"GOLZAR","VLD"
258,"s10.dat",10,"t232",1,"3",1232,"pseudorec","forw","LF","conc",NA,232,"TOALEB","ALD"
258,"s10.dat",10,"t232",1,"3",1232,"pseudorec","forw","LF","conc",NA,232,"FAZOR","VLD"
259,"s10.dat",10,"t214",1,"3",1302,"pseudorec","forw","LF","abst",NA,214,"PITOR","ALD"
259,"s10.dat",10,"t214",1,"3",1302,"pseudorec","forw","LF","abst",NA,214,"PIJAD","VLD"
1,"s11.dat",11,"t126",0,"1",NA,"pseudorec","backw","HF","abst",NA,126,"KANAZ","ALD"
1,"s11.dat",11,"t126",0,"1",NA,"pseudorec","backw","HF","abst",NA,126,"FELJTOZ","VLD"
2,"s11.dat",11,"t76",1,"1",481,"rec","forw","HF","conc","tepih",76,"TEPIH","ALD"
2,"s11.dat",11,"t76",1,"1",481,"rec","forw","HF","conc","sapun",76,"SAPUN","VLD"
3,"s11.dat",11,"t134",1,"3",671,"pseudorec","backw","HF","abst",NA,134,"DIZEB","ALD"
3,"s11.dat",11,"t134",1,"3",671,"pseudorec","backw","HF","abst",NA,134,"LOTOG","VLD"
4,"s11.dat",11,"t84",1,"1",581,"rec","forw","HF","conc","sveća",84,"SVEĆA","ALD"
4,"s11.dat",11,"t84",1,"1",581,"rec","forw","HF","conc","školjka",84,"ŠKOLJKA","VLD"
5,"s11.dat",11,"t56",0,"3",NA,"rec","backw","LF","conc","sirće",56,"EĆRIS","ALD"
5,"s11.dat",11,"t56",0,"3",NA,"rec","backw","LF","conc","kobra",56,"ARBOK","VLD"
6,"s11.dat",11,"t69",1,"1",681,"rec","forw","HF","abst","znanje",69,"ZNANJE","ALD"
6,"s11.dat",11,"t69",1,"1",681,"rec","forw","HF","abst","sumnja",69,"SUMNJA","VLD"
7,"s11.dat",11,"t29",1,"1",1171,"rec","backw","HF","conc","kamen",29,"NEMAK","ALD"
7,"s11.dat",11,"t29",1,"1",1171,"rec","backw","HF","conc","cveće",29,"EĆEVC","VLD"
8,"s11.dat",11,"t161",0,"1",NA,"pseudorec","backw","LF","abst",NA,161,"VASKRM","ALD"
8,"s11.dat",11,"t161",0,"1",NA,"pseudorec","backw","LF","abst",NA,161,"SVIRAZ","VLD"
9,"s11.dat",11,"t202",1,"3",661,"pseudorec","forw","HF","conc",NA,202,"ŠTANK","ALD"
9,"s11.dat",11,"t202",1,"3",661,"pseudorec","forw","HF","conc",NA,202,"PANTEK","VLD"
10,"s11.dat",11,"t75",1,"1",601,"rec","forw","HF","abst","radost",75,"RADOST","ALD"
10,"s11.dat",11,"t75",1,"1",601,"rec","forw","HF","abst","ljubav",75,"LJUBAV","VLD"
11,"s11.dat",11,"t152",0,"1",NA,"pseudorec","backw","LF","abst",NA,152,"KAJMAR","ALD"
11,"s11.dat",11,"t152",0,"1",NA,"pseudorec","backw","LF","abst",NA,152,"VEŠTAP","VLD"
12,"s11.dat",11,"t136",1,"3",771,"pseudorec","backw","HF","conc",NA,136,"TURBAH","ALD"
12,"s11.dat",11,"t136",1,"3",771,"pseudorec","backw","HF","conc",NA,136,"AZBESČ","VLD"
13,"s11.dat",11,"t240",1,"3",912,"pseudorec","forw","LF","conc",NA,240,"VOSKAB","ALD"
13,"s11.dat",11,"t240",1,"3",912,"pseudorec","forw","LF","conc",NA,240,"TRILEN","VLD"
14,"s11.dat",11,"t35",0,"3",NA,"rec","backw","LF","abst","poenta",35,"ATNEOP","ALD"
14,"s11.dat",11,"t35",0,"3",NA,"rec","backw","LF","abst","raskid",35,"DIKSAR","VLD"
15,"s11.dat",11,"t150",0,"1",NA,"pseudorec","backw","HF","conc",NA,150,"REKEB","ALD"
15,"s11.dat",11,"t150",0,"1",NA,"pseudorec","backw","HF","conc",NA,150,"FLUIŠ","VLD"
16,"s11.dat",11,"t9",0,"3",NA,"rec","backw","HF","abst","mašta",9,"ATŠAM","ALD"
16,"s11.dat",11,"t9",0,"3",NA,"rec","backw","HF","abst","razlog",9,"GOLZAR","VLD"
17,"s11.dat",11,"t74",1,"1",651,"rec","forw","HF","abst","sreća",74,"SREĆA","ALD"
17,"s11.dat",11,"t74",1,"1",651,"rec","forw","HF","abst","odnos",74,"ODNOS","VLD"
18,"s11.dat",11,"t28",0,"3",NA,"rec","backw","HF","conc","livada",28,"ADAVIL","ALD"
18,"s11.dat",11,"t28",0,"3",NA,"rec","backw","HF","conc","slika",28,"AKILS","VLD"
19,"s11.dat",11,"t229",1,"3",1372,"pseudorec","forw","LF","conc",NA,229,"REBUL","ALD"
19,"s11.dat",11,"t229",1,"3",1372,"pseudorec","forw","LF","conc",NA,229,"NABOH","VLD"
20,"s11.dat",11,"t190",1,"3",972,"pseudorec","forw","HF","abst",NA,190,"ŠVERG","ALD"
20,"s11.dat",11,"t190",1,"3",972,"pseudorec","forw","HF","abst",NA,190,"METAT","VLD"
21,"s11.dat",11,"t171",1,"3",771,"pseudorec","backw","LF","conc",NA,171,"OTKLOR","ALD"
21,"s11.dat",11,"t171",1,"3",771,"pseudorec","backw","LF","conc",NA,171,"FOKUJ","VLD"
22,"s11.dat",11,"t125",1,"3",1181,"pseudorec","backw","HF","abst",NA,125,"PANCIT","ALD"
22,"s11.dat",11,"t125",1,"3",1181,"pseudorec","backw","HF","abst",NA,125,"AKSIOK","VLD"
23,"s11.dat",11,"t182",0,"1",NA,"pseudorec","forw","HF","abst",NA,182,"CVETIL","ALD"
23,"s11.dat",11,"t182",0,"1",NA,"pseudorec","forw","HF","abst",NA,182,"DOLAŠ","VLD"
24,"s11.dat",11,"t13",0,"3",NA,"rec","backw","HF","abst","samoća",13,"AĆOMAS","ALD"
24,"s11.dat",11,"t13",0,"3",NA,"rec","backw","HF","abst","tajna",13,"ANJAT","VLD"
25,"s11.dat",11,"t99",0,"3",NA,"rec","forw","LF","abst","otkaz",99,"OTKAZ","ALD"
25,"s11.dat",11,"t99",0,"3",NA,"rec","forw","LF","abst","zakup",99,"ZAKUP","VLD"
26,"s11.dat",11,"t160",1,"3",841,"pseudorec","backw","LF","abst",NA,160,"ŠAFRAK","ALD"
26,"s11.dat",11,"t160",1,"3",841,"pseudorec","backw","LF","abst",NA,160,"GEOLOT","VLD"
27,"s11.dat",11,"t60",0,"None",NA,"rec","backw","LF","conc","parket",60,"TEKRAP","ALD"
27,"s11.dat",11,"t60",0,"None",NA,"rec","backw","LF","conc","lopata",60,"ATAPOL","VLD"
29,"s11.dat",11,"t180",1,"3",841,"pseudorec","backw","LF","conc",NA,180,"RAZVOC","ALD"
29,"s11.dat",11,"t180",1,"3",841,"pseudorec","backw","LF","conc",NA,180,"FILTEB","VLD"
30,"s11.dat",11,"t204",1,"3",791,"pseudorec","forw","HF","conc",NA,204,"LENJIZ","ALD"
30,"s11.dat",11,"t204",1,"3",791,"pseudorec","forw","HF","conc",NA,204,"BILIOD","VLD"
31,"s11.dat",11,"t234",0,"1",NA,"pseudorec","forw","LF","conc",NA,234,"MURAB","ALD"
31,"s11.dat",11,"t234",0,"1",NA,"pseudorec","forw","LF","conc",NA,234,"MA~OT","ALD"
32,"s11.dat",11,"t24",0,"3",NA,"rec","backw","HF","conc","breza",24,"AZERB","ALD"
32,"s11.dat",11,"t24",0,"3",NA,"rec","backw","HF","conc","leptir",24,"RITPEL","VLD"
33,"s11.dat",11,"t26",0,"3",NA,"rec","backw","HF","conc","zmija",26,"AJIMZ","ALD"
33,"s11.dat",11,"t26",0,"3",NA,"rec","backw","HF","conc","jablan",26,"NALBAJ","VLD"
34,"s11.dat",11,"t44",1,"1",1382,"rec","backw","LF","abst","zaplet",44,"TELPAZ","ALD"
34,"s11.dat",11,"t44",1,"1",1382,"rec","backw","LF","abst","sujeta",44,"ATEJUS","VLD"
35,"s11.dat",11,"t30",1,"1",1152,"rec","backw","HF","conc","glava",30,"AVALG","ALD"
35,"s11.dat",11,"t30",1,"1",1152,"rec","backw","HF","conc","trava",30,"AVART","VLD"
36,"s11.dat",11,"t144",1,"3",821,"pseudorec","backw","HF","conc",NA,144,"MASIT","ALD"
36,"s11.dat",11,"t144",1,"3",821,"pseudorec","backw","HF","conc",NA,144,"SLANIB","VLD"
37,"s11.dat",11,"t195",0,"1",NA,"pseudorec","forw","HF","abst",NA,195,"SVEKAN","ALD"
37,"s11.dat",11,"t195",0,"1",NA,"pseudorec","forw","HF","abst",NA,195,"TOTEK","VLD"
38,"s11.dat",11,"t23",0,"3",NA,"rec","backw","HF","conc","odelo",23,"OLEDO","ALD"
38,"s11.dat",11,"t23",0,"3",NA,"rec","backw","HF","conc","blato",23,"OTALB","VLD"
39,"s11.dat",11,"t71",1,"1",811,"rec","forw","HF","abst","slutnja",71,"SLUTNJA","ALD"
39,"s11.dat",11,"t71",1,"1",811,"rec","forw","HF","abst","razvoj",71,"RAZVOJ","VLD"
40,"s11.dat",11,"t200",0,"1",NA,"pseudorec","forw","HF","conc",NA,200,"PROSAR","ALD"
40,"s11.dat",11,"t200",0,"1",NA,"pseudorec","forw","HF","conc",NA,200,"KOSMOR","VLD"
41,"s11.dat",11,"t88",1,"1",741,"rec","forw","HF","conc","zgrada",88,"ZGRADA","ALD"
41,"s11.dat",11,"t88",1,"1",741,"rec","forw","HF","conc","knjiga",88,"KNJIGA","VLD"
42,"s11.dat",11,"t31",1,"1",1232,"rec","backw","LF","abst","izazov",31,"VOZAZI","ALD"
42,"s11.dat",11,"t31",1,"1",1232,"rec","backw","LF","abst","etika",31,"AKITE","VLD"
43,"s11.dat",11,"t94",1,"1",901,"rec","forw","LF","abst","trenje",94,"TRENJE","ALD"
43,"s11.dat",11,"t94",1,"1",901,"rec","forw","LF","abst","deoba",94,"DEOBA","VLD"
44,"s11.dat",11,"t98",1,"1",651,"rec","forw","LF","abst","slanje",98,"SLANJE","ALD"
44,"s11.dat",11,"t98",1,"1",651,"rec","forw","LF","abst","užitak",98,"UŽITAK","VLD"
45,"s11.dat",11,"t172",1,"3",961,"pseudorec","backw","LF","conc",NA,172,"MASEF","ALD"
45,"s11.dat",11,"t172",1,"3",961,"pseudorec","backw","LF","conc",NA,172,"LIMIR","VLD"
46,"s11.dat",11,"t121",1,"3",1201,"pseudorec","backw","HF","abst",NA,121,"TROVAB","ALD"
46,"s11.dat",11,"t121",1,"3",1201,"pseudorec","backw","HF","abst",NA,121,"KORDOB","VLD"
47,"s11.dat",11,"t91",1,"1",600,"rec","forw","LF","abst","ucena",91,"UCENA","ALD"
47,"s11.dat",11,"t91",1,"1",600,"rec","forw","LF","abst","naboj",91,"NABOJ","VLD"
48,"s11.dat",11,"t105",1,"1",551,"rec","forw","LF","abst","logika",105,"LOGIKA","ALD"
48,"s11.dat",11,"t105",1,"1",551,"rec","forw","LF","abst","oprez",105,"OPREZ","VLD"
49,"s11.dat",11,"t159",1,"3",1132,"pseudorec","backw","LF","abst",NA,159,"MALEG","ALD"
49,"s11.dat",11,"t159",1,"3",1132,"pseudorec","backw","LF","abst",NA,159,"MADAZ","VLD"
50,"s11.dat",11,"t27",1,"1",1031,"rec","backw","HF","conc","stena",27,"ANETS","ALD"
50,"s11.dat",11,"t27",1,"1",1031,"rec","backw","HF","conc","mleko",27,"OKELM","VLD"
51,"s11.dat",11,"t184",1,"3",1131,"pseudorec","forw","HF","abst",NA,184,"BUBNJAC","ALD"
51,"s11.dat",11,"t184",1,"3",1131,"pseudorec","forw","HF","abst",NA,184,"JEDNJAZ","VLD"
52,"s11.dat",11,"t128",1,"3",931,"pseudorec","backw","HF","abst",NA,128,"TAJGUP","ALD"
52,"s11.dat",11,"t128",1,"3",931,"pseudorec","backw","HF","abst",NA,128,"MASLAB","VLD"
53,"s11.dat",11,"t137",0,"None",NA,"pseudorec","backw","HF","conc",NA,137,"POLEZ","ALD"
53,"s11.dat",11,"t137",0,"None",NA,"pseudorec","backw","HF","conc",NA,137,"STICAP","VLD"
55,"s11.dat",11,"t213",1,"3",992,"pseudorec","forw","LF","abst",NA,213,"DOSLUZ","ALD"
55,"s11.dat",11,"t213",1,"3",992,"pseudorec","forw","LF","abst",NA,213,"ODVOC","VLD"
56,"s11.dat",11,"t54",1,"1",841,"rec","backw","LF","conc","klovn",54,"NVOLK","ALD"
56,"s11.dat",11,"t54",1,"1",841,"rec","backw","LF","conc","štuka",54,"AKUTŠ","VLD"
57,"s11.dat",11,"t47",0,"3",NA,"rec","backw","LF","conc","spanać",47,"ĆANAPS","ALD"
57,"s11.dat",11,"t47",0,"3",NA,"rec","backw","LF","conc","pereca",47,"ACEREP","VLD"
58,"s11.dat",11,"t45",0,"3",NA,"rec","backw","LF","abst","pakost",45,"TSOKAP","ALD"
58,"s11.dat",11,"t45",0,"3",NA,"rec","backw","LF","abst","ishod",45,"DOHSI","VLD"
59,"s11.dat",11,"t170",1,"3",1422,"pseudorec","backw","LF","conc",NA,170,"PORTIN","ALD"
59,"s11.dat",11,"t170",1,"3",1422,"pseudorec","backw","LF","conc",NA,170,"ŠESTAM","VLD"
60,"s11.dat",11,"t109",1,"1",791,"rec","forw","LF","conc","kiosk",109,"KIOSK","ALD"
60,"s11.dat",11,"t109",1,"1",791,"rec","forw","LF","conc","lavor",109,"LAVOR","VLD"
61,"s11.dat",11,"t55",0,"3",NA,"rec","backw","LF","conc","zumbul",55,"LUBMUZ","ALD"
61,"s11.dat",11,"t55",0,"3",NA,"rec","backw","LF","conc","kaktus",55,"SUTKAK","VLD"
62,"s11.dat",11,"t214",0,"None",NA,"pseudorec","forw","LF","abst",NA,214,"PITOR","ALD"
62,"s11.dat",11,"t214",0,"None",NA,"pseudorec","forw","LF","abst",NA,214,"PIJAD","VLD"
64,"s11.dat",11,"t216",0,"1",NA,"pseudorec","forw","LF","abst",NA,216,"SENJAT","ALD"
64,"s11.dat",11,"t216",0,"1",NA,"pseudorec","forw","LF","abst",NA,216,"IDIOB","VLD"
65,"s11.dat",11,"t227",1,"3",681,"pseudorec","forw","LF","conc",NA,227,"CIMEČ","ALD"
65,"s11.dat",11,"t227",1,"3",681,"pseudorec","forw","LF","conc",NA,227,"VITALJ","VLD"
66,"s11.dat",11,"t224",1,"3",520,"pseudorec","forw","LF","abst",NA,224,"BOJLEG","ALD"
66,"s11.dat",11,"t224",1,"3",520,"pseudorec","forw","LF","abst",NA,224,"DISTIC","VLD"
67,"s11.dat",11,"t48",0,"3",NA,"rec","backw","LF","conc","burek",48,"KERUB","ALD"
67,"s11.dat",11,"t48",0,"3",NA,"rec","backw","LF","conc","cucla",48,"ALCUC","VLD"
68,"s11.dat",11,"t143",1,"3",721,"pseudorec","backw","HF","conc",NA,143,"BRLOF","ALD"
68,"s11.dat",11,"t143",1,"3",721,"pseudorec","backw","HF","conc",NA,143,"BATAZ","VLD"
69,"s11.dat",11,"t149",1,"3",1252,"pseudorec","backw","HF","conc",NA,149,"KINIB","ALD"
69,"s11.dat",11,"t149",1,"3",1252,"pseudorec","backw","HF","conc",NA,149,"VISAR","VLD"
70,"s11.dat",11,"t219",1,"3",841,"pseudorec","forw","LF","abst",NA,219,"POKOB","ALD"
70,"s11.dat",11,"t219",1,"3",841,"pseudorec","forw","LF","abst",NA,219,"REDAF","VLD"
71,"s11.dat",11,"t169",1,"3",1052,"pseudorec","backw","LF","conc",NA,169,"GULAN","ALD"
71,"s11.dat",11,"t169",1,"3",1052,"pseudorec","backw","LF","conc",NA,169,"CIGAF","VLD"
72,"s11.dat",11,"t221",0,"1",NA,"pseudorec","forw","LF","abst",NA,221,"KVARŠ","ALD"
72,"s11.dat",11,"t221",0,"1",NA,"pseudorec","forw","LF","abst",NA,221,"CELEP","VLD"
73,"s11.dat",11,"t33",0,"3",NA,"rec","backw","LF","abst","opoziv",33,"VIZOPO","ALD"
73,"s11.dat",11,"t33",0,"3",NA,"rec","backw","LF","abst","renome",33,"EMONER","VLD"
74,"s11.dat",11,"t52",0,"3",NA,"rec","backw","LF","conc","šunka",52,"AKNUŠ","ALD"
74,"s11.dat",11,"t52",0,"3",NA,"rec","backw","LF","conc","fazan",52,"NAZAF","VLD"
75,"s11.dat",11,"t18",0,"3",NA,"rec","backw","HF","conc","brašno",18,"ONŠARB","ALD"
75,"s11.dat",11,"t18",0,"3",NA,"rec","backw","HF","conc","sanduk",18,"KUDNAS","VLD"
76,"s11.dat",11,"t196",1,"3",1322,"pseudorec","forw","HF","conc",NA,196,"SVRAL","ALD"
76,"s11.dat",11,"t196",1,"3",1322,"pseudorec","forw","HF","conc",NA,196,"BIZOK","VLD"
77,"s11.dat",11,"t222",1,"3",761,"pseudorec","forw","LF","abst",NA,222,"BAROL","ALD"
77,"s11.dat",11,"t222",1,"3",761,"pseudorec","forw","LF","abst",NA,222,"TREGEN","VLD"
78,"s11.dat",11,"t104",1,"1",681,"rec","forw","LF","abst","divota",104,"DIVOTA","ALD"
78,"s11.dat",11,"t104",1,"1",681,"rec","forw","LF","abst","efekat",104,"EFEKAT","VLD"
79,"s11.dat",11,"t96",1,"1",711,"rec","forw","LF","abst","nerad",96,"NERAD","ALD"
79,"s11.dat",11,"t96",1,"1",711,"rec","forw","LF","abst","elita",96,"ELITA","VLD"
80,"s11.dat",11,"t10",1,"1",1362,"rec","backw","HF","abst","značaj",10,"JAČANZ","ALD"
80,"s11.dat",11,"t10",1,"1",1362,"rec","backw","HF","abst","svest",10,"TSEVS","VLD"
81,"s11.dat",11,"t189",1,"3",972,"pseudorec","forw","HF","abst",NA,189,"LOGOK","ALD"
81,"s11.dat",11,"t189",1,"3",972,"pseudorec","forw","HF","abst",NA,189,"BEĆAŠ","VLD"
82,"s11.dat",11,"t32",0,"3",NA,"rec","backw","LF","abst","gadost",32,"TSODAG","ALD"
82,"s11.dat",11,"t32",0,"3",NA,"rec","backw","LF","abst","dosluh",32,"HULSOD","VLD"
83,"s11.dat",11,"t148",1,"3",921,"pseudorec","backw","HF","conc",NA,148,"PRELER","ALD"
83,"s11.dat",11,"t148",1,"3",921,"pseudorec","backw","HF","conc",NA,148,"BAZAP","VLD"
84,"s11.dat",11,"t181",0,"None",NA,"pseudorec","forw","HF","abst",NA,181,"SOMUH","ALD"
84,"s11.dat",11,"t181",0,"None",NA,"pseudorec","forw","HF","abst",NA,181,"TANIH","VLD"
86,"s11.dat",11,"t166",0,"1",NA,"pseudorec","backw","LF","conc",NA,166,"SVETAF","ALD"
86,"s11.dat",11,"t166",0,"1",NA,"pseudorec","backw","LF","conc",NA,166,"BIOLOR","VLD"
87,"s11.dat",11,"t162",1,"3",751,"pseudorec","backw","LF","abst",NA,162,"BAROZ","ALD"
87,"s11.dat",11,"t162",1,"3",751,"pseudorec","backw","LF","abst",NA,162,"NAKOČ","VLD"
88,"s11.dat",11,"t176",1,"3",751,"pseudorec","backw","LF","conc",NA,176,"PUTEF","ALD"
88,"s11.dat",11,"t176",1,"3",751,"pseudorec","backw","LF","conc",NA,176,"NAGIR","VLD"
89,"s11.dat",11,"t100",1,"1",761,"rec","forw","LF","abst","trpnja",100,"TRPNJA","ALD"
89,"s11.dat",11,"t100",1,"1",761,"rec","forw","LF","abst","raspon",100,"RASPON","VLD"
90,"s11.dat",11,"t217",1,"3",1292,"pseudorec","forw","LF","abst",NA,217,"SERUP","ALD"
90,"s11.dat",11,"t217",1,"3",1292,"pseudorec","forw","LF","abst",NA,217,"REZAG","VLD"
91,"s11.dat",11,"t173",1,"3",771,"pseudorec","backw","LF","conc",NA,173,"IMPORK","ALD"
91,"s11.dat",11,"t173",1,"3",771,"pseudorec","backw","LF","conc",NA,173,"LENJOČ","VLD"
92,"s11.dat",11,"t38",0,"None",NA,"rec","backw","LF","abst","afera",38,"AREFA","ALD"
92,"s11.dat",11,"t38",0,"None",NA,"rec","backw","LF","abst","dogma",38,"AMGOD","VLD"
94,"s11.dat",11,"t120",1,"1",541,"rec","forw","LF","conc","krljušt",120,"KRLJUŠT","ALD"
94,"s11.dat",11,"t120",1,"1",541,"rec","forw","LF","conc","olovka",120,"OLOVKA","VLD"
95,"s11.dat",11,"t165",1,"3",1041,"pseudorec","backw","LF","abst",NA,165,"KARMIG","ALD"
95,"s11.dat",11,"t165",1,"3",1041,"pseudorec","backw","LF","abst",NA,165,"SIRUL","VLD"
96,"s11.dat",11,"t57",0,"3",NA,"rec","backw","LF","conc","ekser",57,"RESKE","ALD"
96,"s11.dat",11,"t57",0,"3",NA,"rec","backw","LF","conc","kokos",57,"SOKOK","VLD"
97,"s11.dat",11,"t185",0,"1",NA,"pseudorec","forw","HF","abst",NA,185,"FARMET","ALD"
97,"s11.dat",11,"t185",0,"1",NA,"pseudorec","forw","HF","abst",NA,185,"RABIĐ","ALD"
98,"s11.dat",11,"t59",0,"3",NA,"rec","backw","LF","conc","delfin",59,"NIFLED","ALD"
98,"s11.dat",11,"t59",0,"3",NA,"rec","backw","LF","conc","papuča",59,"AČUPAP","VLD"
