participant;task;stimuli;stem;affix;fs;length;zipf;r;g;b;ld;congruency;correct;type;key;accuracy;rt
41;ld;bluzione;blu;zione;1;8;464.683.347;0;0;255;5;1;2;0;2;2;548
41;ld;rosiere;rosa;iere;0;7;4.458.329.649;255;128;0;4;0;2;0;2;2;101
41;ld;arancioneria;arancione;eria;2;12;3.671.648.609;255;255;0;3;0;2;0;2;2;558
41;ld;bluenza;blu;enza;1;7;464.683.347;0;0;255;4;1;2;0;2;2;499
41;ld;arancionoso;arancione;oso;0;11;3.671.648.609;255;255;255;3;0;2;0;2;2;487
41;ld;esperimento;0;mento;3;11;4.124.157;0;0;255;0;2;1;1;1;1;575
41;ld;roseria;rosa;eria;0;7;4.458.329.649;255;128;0;3;0;2;0;2;2;499
41;ld;rosazione;rosa;zione;1;9;4.458.329.649;255;0;255;5;1;2;0;2;2;643
41;ld;giallotore;giallo;tore;1;10;4.088.825.104;255;255;0;4;1;2;0;2;2;611
41;ld;artista;0;ista;3;7;4.298.981;255;255;0;0;2;1;1;1;1;576
41;ld;bluiere;blu;iere;1;7;464.683.347;255;0;255;4;0;2;0;2;2;512
41;ld;verdista;verde;ista;0;8;4.586.948.127;255;0;255;4;0;2;0;2;2;493
41;ld;pazienza;0;enza;3;8;435.019;0;153;0;0;2;1;1;2;2;377
41;ld;arancionabile;arancione;abile;0;13;3.671.648.609;0;153;0;4;0;2;0;2;2;690
41;ld;biancozione;bianco;zione;1;11;4.744.381.459;0;153;0;5;0;2;0;2;2;535
41;ld;maniere;0;iere;3;7;3.905.672;0;153;0;0;2;1;1;1;1;859
41;ld;arancionezione;arancione;zione;1;14;3.671.648.609;0;153;0;5;0;2;0;2;2;715
41;ld;arancionetore;arancione;tore;1;13;3.671.648.609;255;255;255;4;0;2;0;2;2;739
41;ld;organismo;0;ismo;3;9;3.612.527;0;153;0;0;2;1;1;1;1;675
41;ld;chiacchiere;0;iere;3;11;420.376;255;0;255;0;2;1;1;1;1;602
41;ld;biancabile;bianco;abile;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;596
41;ld;operazione;0;zione;3;10;4.682.565;255;0;255;0;2;1;1;1;1;545
41;ld;bluista;blu;ista;1;7;464.683.347;0;0;255;4;1;2;0;2;2;665
41;ld;mestiere;0;iere;3;8;4.111.307;255;255;255;0;2;1;1;1;1;561
41;ld;bianchenza;bianco;enza;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;694
41;ld;scegliere;0;iere;3;9;4.608.976;255;128;0;0;2;1;1;1;1;528
41;ld;togliere;0;iere;3;8;4.328.594;0;153;0;0;2;1;1;1;1;604
41;ld;bianchista;bianco;ista;0;10;4.744.381.459;255;0;255;5;0;2;0;2;2;580
41;ld;blueria;blu;eria;1;7;464.683.347;0;0;255;4;1;2;0;2;2;588
41;ld;biancomento;bianco;mento;1;11;4.744.381.459;255;0;255;5;0;2;0;2;2;575
41;ld;infermiere;0;iere;3;10;4.035.711;255;255;0;0;2;1;1;1;1;535
41;ld;giallabile;giallo;abile;0;10;4.088.825.104;255;255;0;5;1;2;0;2;2;584
41;ld;giallomento;giallo;mento;1;11;4.088.825.104;255;255;0;5;1;2;0;2;2;609
41;ld;biancoso;bianco;oso;2;8;4.744.381.459;255;0;255;2;0;2;0;2;2;682
41;ld;rosezza;rosa;ezza;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;615
41;ld;intelligenza;0;enza;3;12;4.017.322;255;255;0;0;2;1;1;1;1;567
41;ld;arancionemento;arancione;mento;1;14;3.671.648.609;255;0;255;5;0;2;0;2;2;728
41;ld;rosamento;rosa;mento;1;9;4.458.329.649;255;0;255;5;1;2;0;2;2;644
41;ld;bluabile;blu;abile;1;8;464.683.347;0;0;255;5;1;2;0;2;2;505
41;ld;investigatore;0;tore;3;13;399.267;255;128;0;0;2;1;1;1;1;636
41;ld;rosabile;rosa;abile;2;8;4.458.329.649;255;255;255;4;0;2;0;2;2;538
41;ld;verdismo;verde;ismo;0;8;4.586.948.127;255;255;0;4;0;2;0;2;2;620
41;ld;bluenza;blu;enza;1;7;464.683.347;255;255;0;4;0;2;0;2;2;446
41;ld;stazione;0;zione;3;8;4.603.552;255;255;0;0;2;1;1;1;1;626
41;ld;verderia;verde;eria;2;8;4.586.948.127;255;0;255;3;0;2;0;2;2;504
41;ld;verdenza;verde;enza;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;565
41;ld;attenzione;0;zione;3;10;5.068.006;0;0;255;0;2;1;1;1;1;738
41;ld;improbabile;0;abile;3;11;3.853.209;255;255;0;0;2;1;1;1;1;693
41;ld;batteria;0;eria;3;8;4.046.745;255;255;0;0;2;1;1;1;1;586
41;ld;bluismo;blu;ismo;1;7;464.683.347;0;0;255;4;1;2;0;2;2;592
41;ld;senatore;0;tore;3;8;4.291.294;255;255;255;0;2;1;1;1;1;751
41;ld;rosismo;rosa;ismo;0;7;4.458.329.649;255;255;255;4;0;2;0;2;2;699
41;ld;rosatore;rosa;tore;1;8;4.458.329.649;255;0;255;4;1;2;0;2;2;618
41;ld;bluiere;blu;iere;1;7;464.683.347;0;0;255;4;1;2;0;2;2;560
41;ld;colazione;0;zione;3;9;4.628.119;255;255;255;0;2;1;1;1;1;604
41;ld;blumento;blu;mento;1;8;464.683.347;255;255;255;5;0;2;0;2;2;527
41;ld;arancionismo;arancione;ismo;0;12;3.671.648.609;0;153;0;4;0;2;0;2;2;607
41;ld;rosamento;rosa;mento;1;9;4.458.329.649;0;0;255;5;0;2;0;2;2;571
41;ld;verdezza;verde;ezza;2;8;4.586.948.127;255;255;0;3;0;2;0;2;2;586
41;ld;bluista;blu;ista;1;7;464.683.347;255;0;255;4;0;2;0;2;2;546
41;ld;instabile;0;abile;3;9;3.770.707;255;128;0;0;2;1;1;1;1;754
41;ld;famoso;0;oso;3;6;4.374.478;255;255;0;0;2;1;1;1;1;715
41;ld;segreteria;0;eria;3;10;4.070.592;255;128;0;0;2;1;1;1;1;579
41;ld;arancionista;arancione;ista;0;12;3.671.648.609;255;128;0;4;1;2;0;2;2;589
41;ld;verdetore;verde;tore;1;9;4.586.948.127;255;255;255;4;0;2;0;2;2;728
41;ld;verdiere;verde;iere;0;8;4.586.948.127;0;153;0;3;1;2;0;2;2;796
42;ld;rososo;rosa;oso;0;6;4.458.329.649;0;0;255;3;0;2;0;2;2;953
42;ld;blumento;blu;mento;1;8;464.683.347;255;255;255;5;0;2;0;2;2;1229
42;ld;arancionabile;arancione;abile;0;13;3.671.648.609;255;128;0;4;1;2;0;2;2;1247
42;ld;roseria;rosa;eria;0;7;4.458.329.649;255;128;0;3;0;2;0;2;2;1505
42;ld;verdoso;verde;oso;0;7;4.586.948.127;0;0;255;3;0;2;0;2;2;2712
42;ld;verdenza;verde;enza;2;8;4.586.948.127;255;128;0;3;0;2;0;2;2;895
42;ld;probabile;0;abile;3;9;4.285.569;0;0;255;0;2;1;1;1;1;745
42;ld;giallabile;giallo;abile;0;10;4.088.825.104;0;153;0;5;0;2;0;2;2;1151
42;ld;biancabile;bianco;abile;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;1435
42;ld;scegliere;0;iere;3;9;4.608.976;255;128;0;0;2;1;1;1;1;687
42;ld;verdezza;verde;ezza;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;991
42;ld;biancozione;bianco;zione;1;11;4.744.381.459;255;255;255;5;1;2;0;2;2;1531
42;ld;terrorismo;0;ismo;3;10;3.733.749;255;128;0;0;2;1;1;1;1;782
42;ld;giornalista;0;ista;3;11;4.241.496;255;0;255;0;2;1;1;1;1;769
42;ld;gialleria;giallo;eria;0;9;4.088.825.104;255;255;0;4;1;2;0;2;2;1518
42;ld;attenzione;0;zione;3;10;5.068.006;0;0;255;0;2;1;1;1;1;665
42;ld;verdiere;verde;iere;0;8;4.586.948.127;255;0;255;3;0;2;0;2;2;808
42;ld;bluabile;blu;abile;1;8;464.683.347;255;0;255;5;0;2;0;2;2;810
42;ld;verdismo;verde;ismo;0;8;4.586.948.127;0;153;0;4;1;2;0;2;2;2151
42;ld;senatore;0;tore;3;8;4.291.294;255;255;255;0;2;1;1;1;1;685
42;ld;arancionetore;arancione;tore;1;13;3.671.648.609;255;128;0;4;1;2;0;2;2;1551
42;ld;blueria;blu;eria;1;7;464.683.347;255;255;0;4;0;2;0;2;2;952
42;ld;rosazione;rosa;zione;1;9;4.458.329.649;0;153;0;5;0;2;0;2;2;1435
42;ld;verdezione;verde;zione;1;10;4.586.948.127;0;153;0;5;1;2;0;2;2;768
42;ld;rivista;0;ista;3;7;4.188.528;255;128;0;0;2;1;1;1;1;722
42;ld;eufemismo;0;ismo;3;9;3.344.738;255;128;0;0;2;1;1;1;1;976
42;ld;pazienza;0;enza;3;8;435.019;0;153;0;0;2;1;1;1;1;605
42;ld;bianchiere;bianco;iere;0;10;4.744.381.459;255;128;0;5;0;2;0;2;2;1945
42;ld;bellezza;0;ezza;3;8;4.508.569;0;153;0;0;2;1;1;1;1;954
42;ld;verdista;verde;ista;0;8;4.586.948.127;255;0;255;4;0;2;0;2;2;1265
42;ld;arancionenza;arancione;enza;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;1098
42;ld;gialliere;giallo;iere;0;9;4.088.825.104;0;0;255;4;0;2;0;2;2;2975
42;ld;intelligenza;0;enza;3;12;4.017.322;255;255;0;0;2;1;1;1;1;849
42;ld;arancioniere;arancione;iere;0;12;3.671.648.609;255;128;0;3;1;2;0;2;2;1081
42;ld;verdezione;verde;zione;1;10;4.586.948.127;255;255;0;5;0;2;0;2;2;844
42;ld;giallista;giallo;ista;0;9;4.088.825.104;255;0;255;4;0;2;0;2;2;921
42;ld;verdismo;verde;ismo;0;8;4.586.948.127;255;255;0;4;0;2;0;2;2;2475
42;ld;biancabile;bianco;abile;0;10;4.744.381.459;255;0;255;5;0;2;0;2;2;989
42;ld;rosamento;rosa;mento;1;9;4.458.329.649;0;0;255;5;0;2;0;2;2;1137
42;ld;gialleria;giallo;eria;0;9;4.088.825.104;255;255;255;4;0;2;0;2;2;1570
42;ld;giallotore;giallo;tore;1;10;4.088.825.104;0;0;255;4;0;2;0;2;2;1540
42;ld;verdetore;verde;tore;1;9;4.586.948.127;255;255;255;4;0;2;0;2;2;1505
42;ld;verdenza;verde;enza;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;1668
42;ld;arancionemento;arancione;mento;1;14;3.671.648.609;255;0;255;5;0;2;0;2;2;1511
42;ld;scienza;0;enza;3;7;4.291.638;0;0;255;0;2;1;1;1;1;659
42;ld;bianchismo;bianco;ismo;0;10;4.744.381.459;255;255;255;4;1;2;0;2;2;1613
42;ld;movimento;0;mento;3;9;4.407.221;0;153;0;0;2;1;1;1;1;739
42;ld;colpevolezza;0;ezza;3;12;3.502.677;255;255;255;0;2;1;1;1;1;851
42;ld;investigatore;0;tore;3;13;399.267;255;128;0;0;2;1;1;1;1;783
42;ld;arancionismo;arancione;ismo;0;12;3.671.648.609;255;128;0;4;1;2;0;2;2;1027
42;ld;giallenza;giallo;enza;0;9;4.088.825.104;0;153;0;4;0;2;0;2;2;1179
42;ld;blutore;blu;tore;1;7;464.683.347;0;0;255;4;1;2;0;2;2;1296
42;ld;gialliere;giallo;iere;0;9;4.088.825.104;255;255;0;4;1;2;0;2;2;1155
42;ld;blueria;blu;eria;1;7;464.683.347;0;0;255;4;1;2;0;2;2;947
42;ld;arancionabile;arancione;abile;0;13;3.671.648.609;0;153;0;4;0;2;0;2;2;959
42;ld;bluismo;blu;ismo;1;7;464.683.347;0;153;0;4;0;2;0;2;2;798
42;ld;verdabile;verde;abile;0;9;4.586.948.127;0;153;0;4;1;2;0;2;2;783
42;ld;gialloso;giallo;oso;2;8;4.088.825.104;255;128;0;2;0;2;0;2;2;853
42;ld;bianchenza;bianco;enza;0;10;4.744.381.459;255;128;0;5;0;2;0;2;2;885
42;ld;giallomento;giallo;mento;1;11;4.088.825.104;255;255;0;5;1;2;0;2;2;896
42;ld;cambiamento;0;mento;3;11;4.248.779;0;153;0;0;2;1;1;1;1;744
42;ld;bluiere;blu;iere;1;7;464.683.347;0;0;255;4;1;2;0;2;2;659
42;ld;miseria;0;eria;3;7;4.172.289;255;128;0;0;2;1;1;1;1;758
42;ld;imperatore;0;tore;3;10;4.058.391;0;0;255;0;2;1;1;1;1;751
42;ld;cacciatore;0;tore;3;10;4.056.323;0;0;255;0;2;1;1;1;1;716
42;ld;bianchista;bianco;ista;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;1029
42;ld;arancionista;arancione;ista;0;12;3.671.648.609;255;128;0;4;1;2;0;2;2;930
42;ld;arancionezione;arancione;zione;1;14;3.671.648.609;0;153;0;5;0;2;0;2;2;1194
42;ld;bluenza;blu;enza;1;7;464.683.347;255;255;0;4;0;2;0;2;2;738
42;ld;giallismo;giallo;ismo;0;9;4.088.825.104;255;255;0;3;1;2;0;1;2;1000
42;ld;riposo;0;oso;3;6;4.324.781;255;255;0;0;2;1;1;1;1;781
42;ld;bluzione;blu;zione;1;8;464.683.347;0;0;255;5;1;2;0;2;2;678
42;ld;adorabile;0;abile;3;9;4.286.616;255;255;0;0;2;1;1;1;1;928
42;ld;verdiere;verde;iere;0;8;4.586.948.127;0;153;0;3;1;2;0;2;2;974
42;ld;organismo;0;ismo;3;9;3.612.527;0;153;0;0;2;1;1;1;1;833
42;ld;bianchenza;bianco;enza;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;1136
42;ld;operazione;0;zione;3;10;4.682.565;255;0;255;0;2;1;1;1;1;709
42;ld;batteria;0;eria;3;8;4.046.745;255;255;0;0;2;1;1;1;1;693
42;ld;verdemento;verde;mento;1;10;4.586.948.127;0;153;0;5;1;2;0;2;2;1305
42;ld;bluista;blu;ista;1;7;464.683.347;0;0;255;4;1;2;0;2;2;684
42;ld;colazione;0;zione;3;9;4.628.119;255;255;255;0;2;1;1;1;1;1243
42;ld;nervoso;0;oso;3;7;4.431.597;0;153;0;0;2;1;1;1;1;663
42;ld;lotteria;0;eria;3;8;3.801.051;255;255;0;0;2;1;1;1;1;622
42;ld;verdista;verde;ista;0;8;4.586.948.127;0;153;0;4;1;2;0;1;2;1568
42;ld;togliere;0;iere;3;8;4.328.594;0;153;0;0;2;1;1;1;1;846
42;ld;biancomento;bianco;mento;1;11;4.744.381.459;255;0;255;5;0;2;0;2;2;815
42;ld;improbabile;0;abile;3;11;3.853.209;255;255;0;0;2;1;1;1;1;798
42;ld;instabile;0;abile;3;9;3.770.707;255;128;0;0;2;1;1;1;1;1569
42;ld;blumento;blu;mento;1;8;464.683.347;0;0;255;5;1;2;0;2;2;1630
42;ld;rosismo;rosa;ismo;0;7;4.458.329.649;255;255;255;4;0;2;0;2;2;935
42;ld;arancionezione;arancione;zione;1;14;3.671.648.609;255;128;0;5;1;2;0;2;2;821
42;ld;giallismo;giallo;ismo;0;9;4.088.825.104;0;0;255;3;0;2;0;1;2;1357
42;ld;famoso;0;oso;3;6;4.374.478;255;255;0;0;2;1;1;1;1;795
42;ld;gialloso;giallo;oso;2;8;4.088.825.104;255;255;0;2;1;2;0;2;2;874
42;ld;direttore;0;tore;3;9;4.726.724;0;0;255;0;2;1;1;1;1;783
42;ld;biancotore;bianco;tore;1;10;4.744.381.459;255;128;0;4;0;2;0;2;2;1457
42;ld;verdabile;verde;abile;0;9;4.586.948.127;255;255;0;4;0;2;0;2;2;1139
42;ld;rosista;rosa;ista;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;985
42;ld;verderia;verde;eria;2;8;4.586.948.127;255;0;255;3;0;2;0;2;2;798
42;ld;bluezza;blu;ezza;1;7;464.683.347;0;0;255;4;1;2;0;2;2;751
42;ld;biancotore;bianco;tore;1;10;4.744.381.459;255;255;255;4;1;2;0;2;2;1016
42;ld;bianchismo;bianco;ismo;0;10;4.744.381.459;0;0;255;4;0;2;0;2;2;1393
42;ld;dentista;0;ista;3;8;3.943.356;255;255;0;0;2;1;1;1;1;663
42;ld;bluiere;blu;iere;1;7;464.683.347;255;0;255;4;0;2;0;2;2;723
42;ld;emergenza;0;enza;3;9;4.604.809;255;255;0;0;2;1;1;1;1;698
42;ld;potenza;0;enza;3;7;4.214.793;255;0;255;0;2;1;1;1;1;651
42;ld;arancionezza;arancione;ezza;2;12;3.671.648.609;255;255;0;3;0;2;0;2;2;923
42;ld;giallenza;giallo;enza;0;9;4.088.825.104;255;255;0;4;1;2;0;2;2;1063
42;ld;biancoso;bianco;oso;2;8;4.744.381.459;255;0;255;2;0;2;0;2;2;769
42;ld;arancionoso;arancione;oso;0;11;3.671.648.609;255;128;0;3;1;2;0;2;2;688
42;ld;rosista;rosa;ista;0;7;4.458.329.649;255;255;255;3;0;2;0;2;2;842
42;ld;materia;0;eria;3;7;4.023.113;255;255;255;0;2;1;1;1;1;684
42;ld;arancioneria;arancione;eria;2;12;3.671.648.609;255;255;0;3;0;2;0;2;2;1014
42;ld;verdetore;verde;tore;1;9;4.586.948.127;0;153;0;4;1;2;0;2;2;1244
42;ld;arancionenza;arancione;enza;2;12;3.671.648.609;255;0;255;3;0;2;0;2;2;982
42;ld;esperimento;0;mento;3;11;4.124.157;0;0;255;0;2;1;1;1;1;835
42;ld;giallomento;giallo;mento;1;11;4.088.825.104;0;0;255;5;0;2;0;2;2;1350
42;ld;affidabile;0;abile;3;10;3.781.431;255;128;0;0;2;1;1;1;1;672
42;ld;rosezza;rosa;ezza;0;7;4.458.329.649;0;153;0;3;0;2;0;2;2;886
42;ld;giallotore;giallo;tore;1;10;4.088.825.104;255;255;0;4;1;2;0;2;2;885
42;ld;rososo;rosa;oso;0;6;4.458.329.649;255;0;255;3;1;2;0;2;2;697
42;ld;mestiere;0;iere;3;8;4.111.307;255;255;255;0;2;1;1;1;1;1033
42;ld;giallabile;giallo;abile;0;10;4.088.825.104;255;255;0;5;1;2;0;2;2;771
42;ld;bluenza;blu;enza;1;7;464.683.347;0;0;255;4;1;2;0;2;2;720
42;ld;bianchiere;bianco;iere;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;1195
42;ld;stazione;0;zione;3;8;4.603.552;255;255;0;0;2;1;1;1;1;779
42;ld;romanticismo;0;ismo;3;12;3.414.938;255;255;0;0;2;1;1;1;1;853
42;ld;verdezza;verde;ezza;2;8;4.586.948.127;255;255;0;3;0;2;0;2;2;814
42;ld;dottore;0;tore;3;7;5.216.434;255;255;0;0;2;1;1;1;1;617
42;ld;dolcezza;0;ezza;3;8;4.313.303;255;0;255;0;2;1;1;1;1;678
42;ld;arancionemento;arancione;mento;1;14;3.671.648.609;255;128;0;5;1;2;0;2;2;1119
42;ld;arancioneria;arancione;eria;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;1119
42;ld;rosazione;rosa;zione;1;9;4.458.329.649;255;0;255;5;1;2;0;2;2;708
42;ld;rosezza;rosa;ezza;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;845
42;ld;rosabile;rosa;abile;2;8;4.458.329.649;255;255;255;4;0;2;0;2;2;2534
42;ld;bianchista;bianco;ista;0;10;4.744.381.459;255;0;255;5;0;2;0;2;2;1642
42;ld;verderia;verde;eria;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;827
42;ld;rosiere;rosa;iere;0;7;4.458.329.649;255;0;255;4;1;2;0;2;2;760
42;ld;bluezza;blu;ezza;1;7;464.683.347;255;0;255;4;0;2;0;2;2;797
42;ld;altezza;0;ezza;3;7;4.458.447;255;255;0;0;2;1;1;1;1;722
42;ld;bluabile;blu;abile;1;8;464.683.347;0;0;255;5;1;2;0;2;2;633
42;ld;chiacchiere;0;iere;3;11;420.376;255;0;255;0;2;1;1;1;1;2072
42;ld;rosenza;rosa;enza;0;7;4.458.329.649;255;255;0;3;0;2;0;2;2;877
42;ld;arancionista;arancione;ista;0;12;3.671.648.609;255;0;255;4;0;2;0;2;2;786
42;ld;arancioniere;arancione;iere;0;12;3.671.648.609;0;0;255;3;0;2;0;2;2;938
42;ld;giallozione;giallo;zione;1;11;4.088.825.104;255;128;0;5;0;2;0;2;2;938
42;ld;rosatore;rosa;tore;1;8;4.458.329.649;255;255;255;4;0;2;0;2;2;887
42;ld;tempismo;0;ismo;3;8;3.847.979;255;255;0;0;2;1;1;1;1;664
42;ld;arancionoso;arancione;oso;0;11;3.671.648.609;255;255;255;3;0;2;0;2;2;765
42;ld;biancomento;bianco;mento;1;11;4.744.381.459;255;255;255;5;1;2;0;2;2;1395
42;ld;segreteria;0;eria;3;10;4.070.592;255;128;0;0;2;1;1;1;1;713
42;ld;rosabile;rosa;abile;2;8;4.458.329.649;255;0;255;4;1;2;0;2;2;1239
42;ld;arancionezza;arancione;ezza;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;798
42;ld;bluista;blu;ista;1;7;464.683.347;255;0;255;4;0;2;0;2;2;711
42;ld;bluoso;blu;oso;1;6;464.683.347;255;0;255;3;0;2;0;2;2;689
42;ld;bluzione;blu;zione;1;8;464.683.347;255;255;0;5;0;2;0;2;2;820
42;ld;verdemento;verde;mento;1;10;4.586.948.127;255;128;0;5;0;2;0;2;2;3481
42;ld;preoccupazione;0;zione;3;14;390.901;255;0;255;0;2;1;1;1;1;715
42;ld;riconoscimento;0;mento;3;14;3.827.411;255;255;0;0;2;1;1;1;1;1379
42;ld;giallozione;giallo;zione;1;11;4.088.825.104;255;255;0;5;1;2;0;2;2;824
42;ld;biancoso;bianco;oso;2;8;4.744.381.459;255;255;255;2;1;2;0;2;2;870
42;ld;situazione;0;zione;3;10;5.027.247;0;153;0;0;2;1;1;1;1;641
42;ld;responsabile;0;abile;3;12;4.671.002;255;255;0;0;2;1;1;1;1;793
42;ld;biancozione;bianco;zione;1;11;4.744.381.459;0;153;0;5;0;2;0;2;2;799
42;ld;rosismo;rosa;ismo;0;7;4.458.329.649;255;0;255;4;1;2;0;2;2;624
42;ld;arancionetore;arancione;tore;1;13;3.671.648.609;255;255;255;4;0;2;0;2;2;1093
42;ld;rosenza;rosa;enza;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;649
42;ld;roseria;rosa;eria;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;795
42;ld;elemento;0;mento;3;8;3.877.559;0;0;255;0;2;1;1;1;1;615
42;ld;tradimento;0;mento;3;10;4.077.132;255;255;255;0;2;1;1;1;1;679
42;ld;giallista;giallo;ista;0;9;4.088.825.104;255;255;0;4;1;2;0;2;2;666
42;ld;artista;0;ista;3;7;4.298.981;255;255;0;0;2;1;1;1;1;763
42;ld;bluoso;blu;oso;1;6;464.683.347;0;0;255;3;1;2;0;2;2;731
42;ld;pericoloso;0;oso;3;10;4.697.022;255;255;0;0;2;1;1;1;1;658
42;ld;rosamento;rosa;mento;1;9;4.458.329.649;255;0;255;5;1;2;0;2;2;726
42;ld;schifoso;0;oso;3;8;4.051.261;255;255;0;0;2;1;1;1;1;808
42;ld;blutore;blu;tore;1;7;464.683.347;255;128;0;4;0;2;0;2;2;874
42;ld;rosatore;rosa;tore;1;8;4.458.329.649;255;0;255;4;1;2;0;2;2;717
42;ld;musicista;0;ista;3;9;3.718.553;0;153;0;0;2;1;1;1;1;700
42;ld;bluismo;blu;ismo;1;7;464.683.347;0;0;255;4;1;2;0;2;2;845
42;ld;arancionismo;arancione;ismo;0;12;3.671.648.609;0;153;0;4;0;2;0;2;2;885
42;ld;maniere;0;iere;3;7;3.905.672;0;153;0;0;2;1;1;1;1;764
42;ld;umorismo;0;ismo;3;8;3.959.561;255;255;0;0;2;1;1;1;1;703
42;ld;infermiere;0;iere;3;10;4.035.711;255;255;0;0;2;1;1;1;1;705
42;ld;verdoso;verde;oso;0;7;4.586.948.127;0;153;0;3;1;2;0;2;2;823
42;ld;prezioso;0;oso;3;8;4.024.389;255;255;0;0;2;1;1;1;1;683
42;ld;differenza;0;enza;3;10;4.705.272;255;128;0;0;2;1;1;1;1;629
42;ld;intervista;0;ista;3;10;4.077.696;255;255;255;0;2;1;1;1;1;625
42;ld;rosiere;rosa;iere;0;7;4.458.329.649;255;128;0;4;0;2;0;2;2;789
43;ld;bluabile;blu;abile;1;8;464.683.347;255;0;255;5;0;2;0;2;2;776
43;ld;rosiere;rosa;iere;0;7;4.458.329.649;255;128;0;4;0;2;0;2;2;898
43;ld;bellezza;0;ezza;3;8;4.508.569;0;153;0;0;2;1;1;1;1;673
43;ld;nervoso;0;oso;3;7;4.431.597;0;153;0;0;2;1;1;1;1;748
43;ld;roseria;rosa;eria;0;7;4.458.329.649;255;128;0;3;0;2;0;2;2;1152
43;ld;giallomento;giallo;mento;1;11;4.088.825.104;255;255;0;5;1;2;0;2;2;1344
43;ld;chiacchiere;0;iere;3;11;420.376;255;0;255;0;2;1;1;1;1;1127
43;ld;verdetore;verde;tore;1;9;4.586.948.127;0;153;0;4;1;2;0;2;2;1188
43;ld;verdiere;verde;iere;0;8;4.586.948.127;255;0;255;3;0;2;0;2;2;1275
43;ld;arancionabile;arancione;abile;0;13;3.671.648.609;0;153;0;4;0;2;0;2;2;1385
43;ld;biancozione;bianco;zione;1;11;4.744.381.459;0;153;0;5;0;2;0;2;2;1446
43;ld;rosenza;rosa;enza;0;7;4.458.329.649;255;255;0;3;0;2;0;2;2;1065
43;ld;giallabile;giallo;abile;0;10;4.088.825.104;255;255;0;5;1;2;0;2;2;1291
43;ld;giallabile;giallo;abile;0;10;4.088.825.104;0;153;0;5;0;2;0;2;2;1380
43;ld;verdabile;verde;abile;0;9;4.586.948.127;0;153;0;4;1;2;0;2;2;1362
43;ld;eufemismo;0;ismo;3;9;3.344.738;255;128;0;0;2;1;1;1;1;1038
43;ld;rososo;rosa;oso;0;6;4.458.329.649;0;0;255;3;0;2;0;2;2;1114
43;ld;altezza;0;ezza;3;7;4.458.447;255;255;0;0;2;1;1;1;1;935
43;ld;bluoso;blu;oso;1;6;464.683.347;255;0;255;3;0;2;0;2;2;901
43;ld;arancionenza;arancione;enza;2;12;3.671.648.609;255;0;255;3;0;2;0;2;2;1077
43;ld;verdista;verde;ista;0;8;4.586.948.127;255;0;255;4;0;2;0;2;2;769
43;ld;blumento;blu;mento;1;8;464.683.347;255;255;255;5;0;2;0;2;2;964
43;ld;blutore;blu;tore;1;7;464.683.347;0;0;255;4;1;2;0;2;2;997
43;ld;rosazione;rosa;zione;1;9;4.458.329.649;0;153;0;5;0;2;0;2;2;1751
43;ld;biancabile;bianco;abile;0;10;4.744.381.459;255;0;255;5;0;2;0;2;2;1051
43;ld;arancionemento;arancione;mento;1;14;3.671.648.609;255;128;0;5;1;2;0;2;2;1479
43;ld;attenzione;0;zione;3;10;5.068.006;0;0;255;0;2;1;1;1;1;803
43;ld;instabile;0;abile;3;9;3.770.707;255;128;0;0;2;1;1;1;1;1013
43;ld;verdemento;verde;mento;1;10;4.586.948.127;255;128;0;5;0;2;0;2;2;1392
43;ld;verdezza;verde;ezza;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;1249
43;ld;arancionismo;arancione;ismo;0;12;3.671.648.609;0;153;0;4;0;2;0;2;2;1293
43;ld;imperatore;0;tore;3;10;4.058.391;0;0;255;0;2;1;1;1;1;1116
43;ld;verdezione;verde;zione;1;10;4.586.948.127;0;153;0;5;1;2;0;2;2;938
43;ld;schifoso;0;oso;3;8;4.051.261;255;255;0;0;2;1;1;1;1;712
43;ld;cacciatore;0;tore;3;10;4.056.323;0;0;255;0;2;1;1;1;1;756
43;ld;arancionezione;arancione;zione;1;14;3.671.648.609;0;153;0;5;0;2;0;2;2;1049
43;ld;biancozione;bianco;zione;1;11;4.744.381.459;255;255;255;5;1;2;0;2;2;894
43;ld;rosismo;rosa;ismo;0;7;4.458.329.649;255;255;255;4;0;2;0;2;2;816
