participant;task;stimuli;stem;affix;fs;length;zipf;r;g;b;ld;congruency;correct;type;key;accuracy;rt
29;ld;probabile;0;abile;3;9;4.285.569;0;0;255;0;2;1;1;1;1;686
29;ld;biancotore;bianco;tore;1;10;4.744.381.459;255;255;255;4;1;2;0;2;2;836
29;ld;tempismo;0;ismo;3;8;3.847.979;255;255;0;0;2;1;1;1;1;568
29;ld;arancionenza;arancione;enza;2;12;3.671.648.609;255;0;255;3;0;2;0;2;2;752
29;ld;nervoso;0;oso;3;7;4.431.597;0;153;0;0;2;1;1;1;1;690
29;ld;rosezza;rosa;ezza;0;7;4.458.329.649;0;153;0;3;0;2;0;2;2;1041
29;ld;scegliere;0;iere;3;9;4.608.976;255;128;0;0;2;1;1;1;1;611
29;ld;giallenza;giallo;enza;0;9;4.088.825.104;0;153;0;4;0;2;0;2;2;694
29;ld;improbabile;0;abile;3;11;3.853.209;255;255;0;0;2;1;1;1;1;559
29;ld;movimento;0;mento;3;9;4.407.221;0;153;0;0;2;1;1;1;1;688
29;ld;miseria;0;eria;3;7;4.172.289;255;128;0;0;2;1;1;1;1;602
29;ld;rivista;0;ista;3;7;4.188.528;255;128;0;0;2;1;1;1;1;689
29;ld;arancionenza;arancione;enza;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;684
29;ld;affidabile;0;abile;3;10;3.781.431;255;128;0;0;2;1;1;1;1;559
29;ld;bianchista;bianco;ista;0;10;4.744.381.459;255;0;255;5;0;2;0;2;2;840
29;ld;lotteria;0;eria;3;8;3.801.051;255;255;0;0;2;1;1;1;1;581
29;ld;romanticismo;0;ismo;3;12;3.414.938;255;255;0;0;2;1;1;1;1;836
29;ld;biancozione;bianco;zione;1;11;4.744.381.459;255;255;255;5;1;2;0;2;2;794
29;ld;rosiere;rosa;iere;0;7;4.458.329.649;255;128;0;4;0;2;0;1;2;1395
29;ld;rosazione;rosa;zione;1;9;4.458.329.649;255;0;255;5;1;2;0;2;2;762
29;ld;segreteria;0;eria;3;10;4.070.592;255;128;0;0;2;1;1;1;1;633
29;ld;elemento;0;mento;3;8;3.877.559;0;0;255;0;2;1;1;1;1;584
29;ld;adorabile;0;abile;3;9;4.286.616;255;255;0;0;2;1;1;1;1;597
29;ld;arancioneria;arancione;eria;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;1195
29;ld;biancoso;bianco;oso;2;8;4.744.381.459;255;255;255;2;1;2;0;2;2;862
29;ld;bluabile;blu;abile;1;8;464.683.347;0;0;255;5;1;2;0;2;2;711
29;ld;dolcezza;0;ezza;3;8;4.313.303;255;0;255;0;2;1;1;1;1;587
29;ld;giallista;giallo;ista;0;9;4.088.825.104;255;255;0;4;1;2;0;1;2;422
29;ld;bluzione;blu;zione;1;8;464.683.347;0;0;255;5;1;2;0;2;2;617
29;ld;gialloso;giallo;oso;2;8;4.088.825.104;255;255;0;2;1;2;0;2;2;1023
29;ld;bluabile;blu;abile;1;8;464.683.347;255;0;255;5;0;2;0;2;2;478
29;ld;biancabile;bianco;abile;0;10;4.744.381.459;255;0;255;5;0;2;0;2;2;665
29;ld;verdezione;verde;zione;1;10;4.586.948.127;0;153;0;5;1;2;0;2;2;683
29;ld;verdetore;verde;tore;1;9;4.586.948.127;0;153;0;4;1;2;0;2;2;559
29;ld;instabile;0;abile;3;9;3.770.707;255;128;0;0;2;1;1;1;1;582
29;ld;colazione;0;zione;3;9;4.628.119;255;255;255;0;2;1;1;1;1;591
29;ld;arancionismo;arancione;ismo;0;12;3.671.648.609;255;128;0;4;1;2;0;2;2;695
29;ld;bianchiere;bianco;iere;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;1199
29;ld;gialliere;giallo;iere;0;9;4.088.825.104;255;255;0;4;1;2;0;2;2;1002
29;ld;gialliere;giallo;iere;0;9;4.088.825.104;0;0;255;4;0;2;0;2;2;541
29;ld;arancioniere;arancione;iere;0;12;3.671.648.609;0;0;255;3;0;2;0;2;2;1141
29;ld;bianchismo;bianco;ismo;0;10;4.744.381.459;255;255;255;4;1;2;0;2;2;631
29;ld;verdista;verde;ista;0;8;4.586.948.127;0;153;0;4;1;2;0;2;2;610
29;ld;blumento;blu;mento;1;8;464.683.347;0;0;255;5;1;2;0;2;2;753
29;ld;rosazione;rosa;zione;1;9;4.458.329.649;0;153;0;5;0;2;0;2;2;562
29;ld;riposo;0;oso;3;6;4.324.781;255;255;0;0;2;1;1;1;1;1187
29;ld;colpevolezza;0;ezza;3;12;3.502.677;255;255;255;0;2;1;1;1;1;681
29;ld;giallismo;giallo;ismo;0;9;4.088.825.104;255;255;0;3;1;2;0;2;2;641
29;ld;giallotore;giallo;tore;1;10;4.088.825.104;0;0;255;4;0;2;0;2;2;570
29;ld;arancionoso;arancione;oso;0;11;3.671.648.609;255;255;255;3;0;2;0;2;2;1183
29;ld;bluenza;blu;enza;1;7;464.683.347;0;0;255;4;1;2;0;2;2;532
29;ld;dentista;0;ista;3;8;3.943.356;255;255;0;0;2;1;1;1;1;587
29;ld;intelligenza;0;enza;3;12;4.017.322;255;255;0;0;2;1;1;1;1;516
29;ld;verdista;verde;ista;0;8;4.586.948.127;255;0;255;4;0;2;0;2;2;1171
29;ld;rosezza;rosa;ezza;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;576
29;ld;responsabile;0;abile;3;12;4.671.002;255;255;0;0;2;1;1;1;1;610
29;ld;biancotore;bianco;tore;1;10;4.744.381.459;255;128;0;4;0;2;0;2;2;669
29;ld;rosamento;rosa;mento;1;9;4.458.329.649;255;0;255;5;1;2;0;2;2;597
29;ld;giallabile;giallo;abile;0;10;4.088.825.104;255;255;0;5;1;2;0;2;2;845
29;ld;bluista;blu;ista;1;7;464.683.347;255;0;255;4;0;2;0;2;2;586
29;ld;giornalista;0;ista;3;11;4.241.496;255;0;255;0;2;1;1;1;1;709
29;ld;blutore;blu;tore;1;7;464.683.347;0;0;255;4;1;2;0;2;2;552
29;ld;mestiere;0;iere;3;8;4.111.307;255;255;255;0;2;1;1;1;1;602
29;ld;pazienza;0;enza;3;8;435.019;0;153;0;0;2;1;1;1;1;582
29;ld;artista;0;ista;3;7;4.298.981;255;255;0;0;2;1;1;1;1;539
29;ld;umorismo;0;ismo;3;8;3.959.561;255;255;0;0;2;1;1;1;1;563
29;ld;situazione;0;zione;3;10;5.027.247;0;153;0;0;2;1;1;1;1;582
29;ld;musicista;0;ista;3;9;3.718.553;0;153;0;0;2;1;1;1;1;569
29;ld;gialleria;giallo;eria;0;9;4.088.825.104;255;255;0;4;1;2;0;2;2;752
29;ld;arancionemento;arancione;mento;1;14;3.671.648.609;255;128;0;5;1;2;0;2;2;767
29;ld;verdoso;verde;oso;0;7;4.586.948.127;0;153;0;3;1;2;0;2;2;761
29;ld;rosabile;rosa;abile;2;8;4.458.329.649;255;255;255;4;0;2;0;1;2;678
29;ld;arancionemento;arancione;mento;1;14;3.671.648.609;255;0;255;5;0;2;0;2;2;546
29;ld;verdismo;verde;ismo;0;8;4.586.948.127;255;255;0;4;0;2;0;2;2;633
29;ld;eufemismo;0;ismo;3;9;3.344.738;255;128;0;0;2;1;1;1;1;797
29;ld;verdezione;verde;zione;1;10;4.586.948.127;255;255;0;5;0;2;0;2;2;645
29;ld;verdemento;verde;mento;1;10;4.586.948.127;255;128;0;5;0;2;0;2;2;687
29;ld;bluismo;blu;ismo;1;7;464.683.347;0;0;255;4;1;2;0;2;2;840
29;ld;giallozione;giallo;zione;1;11;4.088.825.104;255;255;0;5;1;2;0;2;2;522
29;ld;verdoso;verde;oso;0;7;4.586.948.127;0;0;255;3;0;2;0;2;2;475
29;ld;bianchiere;bianco;iere;0;10;4.744.381.459;255;128;0;5;0;2;0;2;2;720
29;ld;maniere;0;iere;3;7;3.905.672;0;153;0;0;2;1;1;1;1;733
29;ld;rososo;rosa;oso;0;6;4.458.329.649;255;0;255;3;1;2;0;2;2;646
29;ld;blueria;blu;eria;1;7;464.683.347;0;0;255;4;1;2;0;2;2;554
29;ld;rosabile;rosa;abile;2;8;4.458.329.649;255;0;255;4;1;2;0;2;2;686
29;ld;biancabile;bianco;abile;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;614
29;ld;rososo;rosa;oso;0;6;4.458.329.649;0;0;255;3;0;2;0;2;2;541
29;ld;giallozione;giallo;zione;1;11;4.088.825.104;255;128;0;5;0;2;0;2;2;543
30;ld;arancionista;arancione;ista;0;12;3.671.648.609;255;0;255;4;0;2;0;2;2;831
30;ld;rosatore;rosa;tore;1;8;4.458.329.649;255;0;255;4;1;2;0;2;2;726
30;ld;elemento;0;mento;3;8;3.877.559;0;0;255;0;2;1;1;1;1;552
30;ld;giallismo;giallo;ismo;0;9;4.088.825.104;255;255;0;3;1;2;0;2;2;1064
30;ld;rivista;0;ista;3;7;4.188.528;255;128;0;0;2;1;1;1;1;587
30;ld;giallabile;giallo;abile;0;10;4.088.825.104;0;153;0;5;0;2;0;2;2;565
30;ld;rosazione;rosa;zione;1;9;4.458.329.649;0;153;0;5;0;2;0;2;2;670
30;ld;verdetore;verde;tore;1;9;4.586.948.127;0;153;0;4;1;2;0;2;2;518
30;ld;maniere;0;iere;3;7;3.905.672;0;153;0;0;2;1;1;1;1;961
30;ld;movimento;0;mento;3;9;4.407.221;0;153;0;0;2;1;1;1;1;568
30;ld;bluista;blu;ista;1;7;464.683.347;255;0;255;4;0;2;0;2;2;502
30;ld;rosezza;rosa;ezza;0;7;4.458.329.649;0;153;0;3;0;2;0;2;2;934
30;ld;verdista;verde;ista;0;8;4.586.948.127;0;153;0;4;1;2;0;2;2;690
30;ld;situazione;0;zione;3;10;5.027.247;0;153;0;0;2;1;1;1;1;572
30;ld;rosismo;rosa;ismo;0;7;4.458.329.649;255;255;255;4;0;2;0;2;2;784
30;ld;musicista;0;ista;3;9;3.718.553;0;153;0;0;2;1;1;1;1;573
30;ld;tradimento;0;mento;3;10;4.077.132;255;255;255;0;2;1;1;1;1;531
30;ld;verdismo;verde;ismo;0;8;4.586.948.127;255;255;0;4;0;2;0;2;2;458
30;ld;gialleria;giallo;eria;0;9;4.088.825.104;255;255;255;4;0;2;0;1;2;595
30;ld;arancionetore;arancione;tore;1;13;3.671.648.609;255;128;0;4;1;2;0;2;2;789
30;ld;biancotore;bianco;tore;1;10;4.744.381.459;255;128;0;4;0;2;0;2;2;1007
30;ld;giallozione;giallo;zione;1;11;4.088.825.104;255;255;0;5;1;2;0;2;2;601
30;ld;rosenza;rosa;enza;0;7;4.458.329.649;255;255;0;3;0;2;0;2;2;612
30;ld;instabile;0;abile;3;9;3.770.707;255;128;0;0;2;1;1;1;1;605
30;ld;senatore;0;tore;3;8;4.291.294;255;255;255;0;2;1;1;1;1;522
30;ld;dottore;0;tore;3;7;5.216.434;255;255;0;0;2;1;1;1;1;451
30;ld;gialliere;giallo;iere;0;9;4.088.825.104;0;0;255;4;0;2;0;2;2;633
30;ld;rosabile;rosa;abile;2;8;4.458.329.649;255;255;255;4;0;2;0;2;2;646
30;ld;bianchismo;bianco;ismo;0;10;4.744.381.459;255;255;255;4;1;2;0;1;2;464
30;ld;riposo;0;oso;3;6;4.324.781;255;255;0;0;2;1;1;2;2;750
30;ld;artista;0;ista;3;7;4.298.981;255;255;0;0;2;1;1;1;1;564
30;ld;scienza;0;enza;3;7;4.291.638;0;0;255;0;2;1;1;1;1;496
30;ld;improbabile;0;abile;3;11;3.853.209;255;255;0;0;2;1;1;1;1;476
30;ld;verderia;verde;eria;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;575
30;ld;investigatore;0;tore;3;13;399.267;255;128;0;0;2;1;1;1;1;591
30;ld;bluista;blu;ista;1;7;464.683.347;0;0;255;4;1;2;0;2;2;551
30;ld;altezza;0;ezza;3;7;4.458.447;255;255;0;0;2;1;1;1;1;482
30;ld;biancozione;bianco;zione;1;11;4.744.381.459;0;153;0;5;0;2;0;2;2;559
30;ld;stazione;0;zione;3;8;4.603.552;255;255;0;0;2;1;1;1;1;461
30;ld;cacciatore;0;tore;3;10;4.056.323;0;0;255;0;2;1;1;1;1;476
30;ld;verdabile;verde;abile;0;9;4.586.948.127;255;255;0;4;0;2;0;2;2;491
30;ld;esperimento;0;mento;3;11;4.124.157;0;0;255;0;2;1;1;1;1;560
30;ld;verdezione;verde;zione;1;10;4.586.948.127;0;153;0;5;1;2;0;2;2;521
30;ld;bianchiere;bianco;iere;0;10;4.744.381.459;255;128;0;5;0;2;0;2;2;591
30;ld;bluiere;blu;iere;1;7;464.683.347;255;0;255;4;0;2;0;2;2;678
30;ld;blumento;blu;mento;1;8;464.683.347;255;255;255;5;0;2;0;2;2;538
30;ld;verdezza;verde;ezza;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;459
30;ld;rosabile;rosa;abile;2;8;4.458.329.649;255;0;255;4;1;2;0;2;2;628
30;ld;rosamento;rosa;mento;1;9;4.458.329.649;255;0;255;5;1;2;0;2;2;630
30;ld;potenza;0;enza;3;7;4.214.793;255;0;255;0;2;1;1;1;1;625
30;ld;biancoso;bianco;oso;2;8;4.744.381.459;255;0;255;2;0;2;0;2;2;557
30;ld;gialliere;giallo;iere;0;9;4.088.825.104;255;255;0;4;1;2;0;2;2;510
30;ld;rososo;rosa;oso;0;6;4.458.329.649;255;0;255;3;1;2;0;2;2;613
30;ld;giallomento;giallo;mento;1;11;4.088.825.104;255;255;0;5;1;2;0;2;2;545
30;ld;arancionetore;arancione;tore;1;13;3.671.648.609;255;255;255;4;0;2;0;2;2;612
30;ld;giallismo;giallo;ismo;0;9;4.088.825.104;0;0;255;3;0;2;0;2;2;519
30;ld;verdabile;verde;abile;0;9;4.586.948.127;0;153;0;4;1;2;0;2;2;543
30;ld;arancioneria;arancione;eria;2;12;3.671.648.609;255;255;0;3;0;2;0;2;2;485
30;ld;gialleria;giallo;eria;0;9;4.088.825.104;255;255;0;4;1;2;0;2;2;652
30;ld;arancionezione;arancione;zione;1;14;3.671.648.609;0;153;0;5;0;2;0;2;2;561
30;ld;verdenza;verde;enza;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;499
30;ld;tempismo;0;ismo;3;8;3.847.979;255;255;0;0;2;1;1;1;1;529
30;ld;arancionenza;arancione;enza;2;12;3.671.648.609;255;0;255;3;0;2;0;2;2;528
30;ld;arancionabile;arancione;abile;0;13;3.671.648.609;255;128;0;4;1;2;0;2;2;534
30;ld;bluoso;blu;oso;1;6;464.683.347;255;0;255;3;0;2;0;2;2;484
30;ld;rosatore;rosa;tore;1;8;4.458.329.649;255;255;255;4;0;2;0;2;2;394
30;ld;schifoso;0;oso;3;8;4.051.261;255;255;0;0;2;1;1;1;1;532
30;ld;chiacchiere;0;iere;3;11;420.376;255;0;255;0;2;1;1;1;1;414
30;ld;probabile;0;abile;3;9;4.285.569;0;0;255;0;2;1;1;1;1;457
30;ld;arancionezza;arancione;ezza;2;12;3.671.648.609;255;255;0;3;0;2;0;2;2;520
30;ld;attenzione;0;zione;3;10;5.068.006;0;0;255;0;2;1;1;1;1;542
30;ld;infermiere;0;iere;3;10;4.035.711;255;255;0;0;2;1;1;1;1;611
30;ld;colazione;0;zione;3;9;4.628.119;255;255;255;0;2;1;1;1;1;462
30;ld;togliere;0;iere;3;8;4.328.594;0;153;0;0;2;1;1;1;1;577
30;ld;bianchenza;bianco;enza;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;504
30;ld;differenza;0;enza;3;10;4.705.272;255;128;0;0;2;1;1;2;2;491
30;ld;bluezza;blu;ezza;1;7;464.683.347;255;0;255;4;0;2;0;2;2;541
30;ld;giallenza;giallo;enza;0;9;4.088.825.104;255;255;0;4;1;2;0;2;2;517
30;ld;emergenza;0;enza;3;9;4.604.809;255;255;0;0;2;1;1;1;1;581
30;ld;organismo;0;ismo;3;9;3.612.527;0;153;0;0;2;1;1;1;1;528
30;ld;arancioniere;arancione;iere;0;12;3.671.648.609;255;128;0;3;1;2;0;2;2;629
30;ld;giallabile;giallo;abile;0;10;4.088.825.104;255;255;0;5;1;2;0;2;2;633
30;ld;arancionismo;arancione;ismo;0;12;3.671.648.609;255;128;0;4;1;2;0;2;2;660
30;ld;bluiere;blu;iere;1;7;464.683.347;0;0;255;4;1;2;0;2;2;584
30;ld;verdenza;verde;enza;2;8;4.586.948.127;255;128;0;3;0;2;0;2;2;616
30;ld;biancomento;bianco;mento;1;11;4.744.381.459;255;255;255;5;1;2;0;2;2;797
30;ld;arancionismo;arancione;ismo;0;12;3.671.648.609;0;153;0;4;0;2;0;2;2;465
30;ld;nervoso;0;oso;3;7;4.431.597;0;153;0;0;2;1;1;1;1;741
30;ld;intervista;0;ista;3;10;4.077.696;255;255;255;0;2;1;1;1;1;610
30;ld;giallista;giallo;ista;0;9;4.088.825.104;255;255;0;4;1;2;0;2;2;559
30;ld;bianchismo;bianco;ismo;0;10;4.744.381.459;0;0;255;4;0;2;0;2;2;511
30;ld;bellezza;0;ezza;3;8;4.508.569;0;153;0;0;2;1;1;1;1;569
30;ld;bluismo;blu;ismo;1;7;464.683.347;0;0;255;4;1;2;0;1;2;531
30;ld;verdismo;verde;ismo;0;8;4.586.948.127;0;153;0;4;1;2;0;1;2;416
30;ld;giallomento;giallo;mento;1;11;4.088.825.104;0;0;255;5;0;2;0;2;2;487
30;ld;bluabile;blu;abile;1;8;464.683.347;255;0;255;5;0;2;0;2;2;514
30;ld;bluismo;blu;ismo;1;7;464.683.347;0;153;0;4;0;2;0;2;2;536
30;ld;biancomento;bianco;mento;1;11;4.744.381.459;255;0;255;5;0;2;0;2;2;616
30;ld;verdista;verde;ista;0;8;4.586.948.127;255;0;255;4;0;2;0;2;2;488
30;ld;verdemento;verde;mento;1;10;4.586.948.127;0;153;0;5;1;2;0;2;2;527
30;ld;arancionista;arancione;ista;0;12;3.671.648.609;255;128;0;4;1;2;0;2;2;404
30;ld;direttore;0;tore;3;9;4.726.724;0;0;255;0;2;1;1;2;2;386
30;ld;roseria;rosa;eria;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;869
30;ld;bluzione;blu;zione;1;8;464.683.347;255;255;0;5;0;2;0;2;2;621
30;ld;verdemento;verde;mento;1;10;4.586.948.127;255;128;0;5;0;2;0;2;2;479
30;ld;prezioso;0;oso;3;8;4.024.389;255;255;0;0;2;1;1;2;2;407
30;ld;batteria;0;eria;3;8;4.046.745;255;255;0;0;2;1;1;2;2;467
30;ld;miseria;0;eria;3;7;4.172.289;255;128;0;0;2;1;1;1;1;500
30;ld;bianchiere;bianco;iere;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;705
30;ld;rosazione;rosa;zione;1;9;4.458.329.649;255;0;255;5;1;2;0;2;2;583
30;ld;segreteria;0;eria;3;10;4.070.592;255;128;0;0;2;1;1;1;1;572
30;ld;arancionezione;arancione;zione;1;14;3.671.648.609;255;128;0;5;1;2;0;2;2;547
30;ld;arancionoso;arancione;oso;0;11;3.671.648.609;255;128;0;3;1;2;0;2;2;543
30;ld;verdoso;verde;oso;0;7;4.586.948.127;0;0;255;3;0;2;0;1;2;601
30;ld;biancabile;bianco;abile;0;10;4.744.381.459;255;0;255;5;0;2;0;2;2;620
30;ld;giallozione;giallo;zione;1;11;4.088.825.104;255;128;0;5;0;2;0;2;2;523
30;ld;bluoso;blu;oso;1;6;464.683.347;0;0;255;3;1;2;0;2;2;510
30;ld;verdiere;verde;iere;0;8;4.586.948.127;255;0;255;3;0;2;0;2;2;441
30;ld;arancionemento;arancione;mento;1;14;3.671.648.609;255;128;0;5;1;2;0;2;2;501
30;ld;scegliere;0;iere;3;9;4.608.976;255;128;0;0;2;1;1;1;1;476
30;ld;cambiamento;0;mento;3;11;4.248.779;0;153;0;0;2;1;1;1;1;472
30;ld;riconoscimento;0;mento;3;14;3.827.411;255;255;0;0;2;1;1;1;1;594
30;ld;pazienza;0;enza;3;8;435.019;0;153;0;0;2;1;1;1;1;448
30;ld;rosezza;rosa;ezza;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;500
30;ld;adorabile;0;abile;3;9;4.286.616;255;255;0;0;2;1;1;1;1;486
30;ld;rosista;rosa;ista;0;7;4.458.329.649;255;255;255;3;0;2;0;2;2;507
30;ld;biancotore;bianco;tore;1;10;4.744.381.459;255;255;255;4;1;2;0;2;2;521
30;ld;terrorismo;0;ismo;3;10;3.733.749;255;128;0;0;2;1;1;1;1;669
30;ld;eufemismo;0;ismo;3;9;3.344.738;255;128;0;0;2;1;1;2;2;654
30;ld;imperatore;0;tore;3;10;4.058.391;0;0;255;0;2;1;1;1;1;991
30;ld;dolcezza;0;ezza;3;8;4.313.303;255;0;255;0;2;1;1;1;1;1042
30;ld;bluzione;blu;zione;1;8;464.683.347;0;0;255;5;1;2;0;2;2;688
30;ld;roseria;rosa;eria;0;7;4.458.329.649;255;128;0;3;0;2;0;2;2;592
30;ld;arancioneria;arancione;eria;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;541
30;ld;bluezza;blu;ezza;1;7;464.683.347;0;0;255;4;1;2;0;2;2;419
30;ld;operazione;0;zione;3;10;4.682.565;255;0;255;0;2;1;1;1;1;523
30;ld;blutore;blu;tore;1;7;464.683.347;255;128;0;4;0;2;0;2;2;582
30;ld;materia;0;eria;3;7;4.023.113;255;255;255;0;2;1;1;1;1;484
30;ld;bluenza;blu;enza;1;7;464.683.347;255;255;0;4;0;2;0;2;2;576
30;ld;biancoso;bianco;oso;2;8;4.744.381.459;255;255;255;2;1;2;0;2;2;498
30;ld;affidabile;0;abile;3;10;3.781.431;255;128;0;0;2;1;1;1;1;564
30;ld;rosiere;rosa;iere;0;7;4.458.329.649;255;128;0;4;0;2;0;2;2;527
30;ld;giallotore;giallo;tore;1;10;4.088.825.104;255;255;0;4;1;2;0;2;2;484
30;ld;dentista;0;ista;3;8;3.943.356;255;255;0;0;2;1;1;1;1;462
30;ld;preoccupazione;0;zione;3;14;390.901;255;0;255;0;2;1;1;1;1;469
30;ld;verdetore;verde;tore;1;9;4.586.948.127;255;255;255;4;0;2;0;2;2;427
30;ld;giallotore;giallo;tore;1;10;4.088.825.104;0;0;255;4;0;2;0;1;2;573
30;ld;arancionezza;arancione;ezza;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;587
30;ld;umorismo;0;ismo;3;8;3.959.561;255;255;0;0;2;1;1;1;1;605
30;ld;rosista;rosa;ista;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;477
30;ld;bluabile;blu;abile;1;8;464.683.347;0;0;255;5;1;2;0;2;2;506
30;ld;rososo;rosa;oso;0;6;4.458.329.649;0;0;255;3;0;2;0;2;2;464
30;ld;blueria;blu;eria;1;7;464.683.347;0;0;255;4;1;2;0;2;2;438
30;ld;biancozione;bianco;zione;1;11;4.744.381.459;255;255;255;5;1;2;0;2;2;449
30;ld;rosamento;rosa;mento;1;9;4.458.329.649;0;0;255;5;0;2;0;2;2;413
30;ld;arancionoso;arancione;oso;0;11;3.671.648.609;255;255;255;3;0;2;0;2;2;374
30;ld;arancionemento;arancione;mento;1;14;3.671.648.609;255;0;255;5;0;2;0;2;2;403
30;ld;giornalista;0;ista;3;11;4.241.496;255;0;255;0;2;1;1;2;2;399
30;ld;arancioniere;arancione;iere;0;12;3.671.648.609;0;0;255;3;0;2;0;2;2;419
30;ld;bianchenza;bianco;enza;0;10;4.744.381.459;255;128;0;5;0;2;0;2;2;632
30;ld;blueria;blu;eria;1;7;464.683.347;255;255;0;4;0;2;0;2;2;678
30;ld;biancabile;bianco;abile;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;432
30;ld;bianchista;bianco;ista;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;438
30;ld;lotteria;0;eria;3;8;3.801.051;255;255;0;0;2;1;1;2;2;369
30;ld;blutore;blu;tore;1;7;464.683.347;0;0;255;4;1;2;0;2;2;410
30;ld;intelligenza;0;enza;3;12;4.017.322;255;255;0;0;2;1;1;1;1;511
30;ld;giallista;giallo;ista;0;9;4.088.825.104;255;0;255;4;0;2;0;2;2;510
30;ld;giallenza;giallo;enza;0;9;4.088.825.104;0;153;0;4;0;2;0;2;2;583
30;ld;verdiere;verde;iere;0;8;4.586.948.127;0;153;0;3;1;2;0;2;2;657
30;ld;responsabile;0;abile;3;12;4.671.002;255;255;0;0;2;1;1;1;1;575
30;ld;bluenza;blu;enza;1;7;464.683.347;0;0;255;4;1;2;0;2;2;540
30;ld;verdoso;verde;oso;0;7;4.586.948.127;0;153;0;3;1;2;0;2;2;538
30;ld;rosiere;rosa;iere;0;7;4.458.329.649;255;0;255;4;1;2;0;2;2;426
30;ld;arancionenza;arancione;enza;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;495
30;ld;colpevolezza;0;ezza;3;12;3.502.677;255;255;255;0;2;1;1;1;1;527
30;ld;mestiere;0;iere;3;8;4.111.307;255;255;255;0;2;1;1;1;1;672
30;ld;romanticismo;0;ismo;3;12;3.414.938;255;255;0;0;2;1;1;1;1;538
30;ld;pericoloso;0;oso;3;10;4.697.022;255;255;0;0;2;1;1;1;1;455
30;ld;rosenza;rosa;enza;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;524
30;ld;blumento;blu;mento;1;8;464.683.347;0;0;255;5;1;2;0;2;2;552
30;ld;bianchista;bianco;ista;0;10;4.744.381.459;255;0;255;5;0;2;0;2;2;469
30;ld;arancionabile;arancione;abile;0;13;3.671.648.609;0;153;0;4;0;2;0;1;2;497
30;ld;gialloso;giallo;oso;2;8;4.088.825.104;255;128;0;2;0;2;0;2;2;672
30;ld;famoso;0;oso;3;6;4.374.478;255;255;0;0;2;1;1;1;1;546
30;ld;verdezza;verde;ezza;2;8;4.586.948.127;255;255;0;3;0;2;0;1;2;570
30;ld;gialloso;giallo;oso;2;8;4.088.825.104;255;255;0;2;1;2;0;2;2;858
30;ld;verdezione;verde;zione;1;10;4.586.948.127;255;255;0;5;0;2;0;2;2;584
30;ld;rosismo;rosa;ismo;0;7;4.458.329.649;255;0;255;4;1;2;0;2;2;605
30;ld;verderia;verde;eria;2;8;4.586.948.127;255;0;255;3;0;2;0;2;2;615
31;ld;arancionismo;arancione;ismo;0;12;3.671.648.609;255;128;0;4;1;2;0;2;2;813
31;ld;verdenza;verde;enza;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;873
31;ld;giallozione;giallo;zione;1;11;4.088.825.104;255;255;0;5;1;2;0;2;2;901
31;ld;potenza;0;enza;3;7;4.214.793;255;0;255;0;2;1;1;1;1;585
31;ld;bluabile;blu;abile;1;8;464.683.347;255;0;255;5;0;2;0;2;2;712
31;ld;giallista;giallo;ista;0;9;4.088.825.104;255;0;255;4;0;2;0;2;2;697
31;ld;gialloso;giallo;oso;2;8;4.088.825.104;255;255;0;2;1;2;0;1;2;613
31;ld;verdismo;verde;ismo;0;8;4.586.948.127;0;153;0;4;1;2;0;2;2;1023
31;ld;senatore;0;tore;3;8;4.291.294;255;255;255;0;2;1;1;1;1;724
31;ld;verdista;verde;ista;0;8;4.586.948.127;0;153;0;4;1;2;0;2;2;1070
31;ld;prezioso;0;oso;3;8;4.024.389;255;255;0;0;2;1;1;1;1;703
31;ld;bianchismo;bianco;ismo;0;10;4.744.381.459;0;0;255;4;0;2;0;2;2;652
31;ld;improbabile;0;abile;3;11;3.853.209;255;255;0;0;2;1;1;1;1;735
31;ld;imperatore;0;tore;3;10;4.058.391;0;0;255;0;2;1;1;1;1;686
31;ld;rososo;rosa;oso;0;6;4.458.329.649;0;0;255;3;0;2;0;2;2;617
31;ld;biancabile;bianco;abile;0;10;4.744.381.459;255;0;255;5;0;2;0;2;2;760
31;ld;dolcezza;0;ezza;3;8;4.313.303;255;0;255;0;2;1;1;1;1;704
